,mbti,character,movie_name,release_year,genre,revenue,score,metascore
46,ISFJ,Forrest Gump,Forrest Gump,1994.0,"Drama, Romance",330252182.0,8.8,82.0
2354,ENFP,"Theodora Grace ""Teddy"" Salazar",Four Sisters And A Wedding,2013.0,"Comedy, Drama",,7.3,
2353,ESTJ,"Roberta Olivia ""Bobbie"" Salazar",Four Sisters And A Wedding,2013.0,"Comedy, Drama",,7.3,
2355,ISFP,"Alexandra Camille ""Alex"" Salazar",Four Sisters And A Wedding,2013.0,"Comedy, Drama",,7.3,
2356,ISTJ,"Gabriella Sophia ""Gabbie"" Salazar",Four Sisters And A Wedding,2013.0,"Comedy, Drama",,7.3,
1333,ESFP,Henry Frankenstein,Frankenstein,1910.0,"Short, Fantasy, Horror",,6.4,
1345,INFP,The Monster Frankenstein ( Boris Karloff),Frankenstein,1910.0,"Short, Fantasy, Horror",,6.4,
1351,INTJ,Inspector Krogh,Frankenstein,1910.0,"Short, Fantasy, Horror",,6.4,
1339,ISFP,Bride Of Frankenstein,Frankenstein,1910.0,"Short, Fantasy, Horror",,6.4,
2565,ISFP,Annabel Andrews,Freaky Friday,2018.0,"Comedy, Fantasy, Musical",,3.7,
2566,ISTJ,Ellen Andrews,Freaky Friday,2018.0,"Comedy, Fantasy, Musical",,3.7,
2490,ENFJ,Jerry Dandrige,Fright Night,1947.0,"Comedy, Short",,7.8,
2491,ENTP,Evil Ed,Fright Night,1947.0,"Comedy, Short",,7.8,
2492,ENTP,Peter Vincent,Fright Night,1947.0,"Comedy, Short",,7.8,
2493,INFP,Amy Peterson,Fright Night,1947.0,"Comedy, Short",,7.8,
2494,INTP,Charley Brewster,Fright Night,1947.0,"Comedy, Short",,7.8,
655,ENFJ,Ellen Cohen,Front Of The Class,2008.0,Drama,,8.1,
654,ENFP,Brad Cohen,Front Of The Class,2008.0,Drama,,8.1,
653,ESTJ,Norman Cohen,Front Of The Class,2008.0,Drama,,8.1,
656,INFJ,Nancy Lazarus,Front Of The Class,2008.0,Drama,,8.1,
620,ENFJ,Hans Westergaard,Frozen,2005.0,Thriller,,5.5,
622,ENFJ,Honeymaren,Frozen,2005.0,Thriller,,5.5,
624,ENFJ,Bulda,Frozen,2005.0,Thriller,,5.5,
614,ENFP,Anna,Frozen,2005.0,Thriller,,5.5,
616,ENFP,Olaf,Frozen,2005.0,Thriller,,5.5,
618,ENFP,Queen Iduna,Frozen,2005.0,Thriller,,5.5,
626,ENTJ,Yelana,Frozen,2005.0,Thriller,,5.5,
604,ESFJ,Oaken,Frozen,2005.0,Thriller,,5.5,
606,ESFJ,Halima,Frozen,2005.0,Thriller,,5.5,
608,ESFJ,Olina,Frozen,2005.0,Thriller,,5.5,
602,ESFP,Snowgies,Frozen,2005.0,Thriller,,5.5,
610,ESTJ,Duke Of Weselton,Frozen,2005.0,Thriller,,5.5,
612,ESTJ,Runeard,Frozen,2005.0,Thriller,,5.5,
640,INFJ,Elsa,Frozen,2005.0,Thriller,,5.5,
642,INFJ,Grand Pabbie,Frozen,2005.0,Thriller,,5.5,
644,INFJ,Nøkk,Frozen,2005.0,Thriller,,5.5,
646,INFJ,Samantha,Frozen,2005.0,Thriller,,5.5,
638,INFP,Ryder,Frozen,2005.0,Thriller,,5.5,
650,INTJ,King Agnarr,Frozen,2005.0,Thriller,,5.5,
648,INTP,Marshmallow,Frozen,2005.0,Thriller,,5.5,
628,ISFJ,Bruni,Frozen,2005.0,Thriller,,5.5,
630,ISFJ,Sven,Frozen,2005.0,Thriller,,5.5,
632,ISFJ,Gerda,Frozen,2005.0,Thriller,,5.5,
634,ISFJ,Kai,Frozen,2005.0,Thriller,,5.5,
636,ISTP,Kristoff Bjorgman,Frozen,2005.0,Thriller,,5.5,
1383,ENTJ,"Laird James Mccullen Xxiv ""Destro""",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1385,ENTJ,"Anastasia ""Ana"" Lewis Decobray ""Baroness""",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1387,ENTJ,"General Clayton M. Abernathy ""Hawk""",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1373,ESFJ,President Of The United States,G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1371,ESFP,"Wallace A. Weems "" Ripcord""",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1381,ESTJ,"Conrad S. Hauser ""Duke""",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1375,ESTP,"Hershel Dalton ""Heavy Duty""",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1377,ESTP,Firefly,G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1379,ESTP,"Marvin F. Hinton ""Roadblock""",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1405,INFJ,Hard Master,G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1409,INTJ,"Rexford ""Rex"" G. Lewis ""Cobra Commander"" The Doctor",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1411,INTJ,Zartan,G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1413,INTJ,"Thomas Arashikage ""Storm Shadow""",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1407,INTP,Doctor Mindbender,G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1391,ISFJ,"Abel Shaz ""Breaker""",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1389,ISFP,"Dashiell R. Faireborn "" Flint""",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1401,ISTJ,Snake Eyes,G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1403,ISTJ,"Kim Arashikage "" Jinx""",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1393,ISTP,General Joseph Colton,G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1395,ISTP,"Shana M. O'Hara "" Scarlett """,G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1397,ISTP,"Sergeant Geoffrey Stone Iv ""Stone""",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
1399,ISTP,"Jaye Burnett "" Lady Jaye""",G.I. Joe,1985.0,"Animation, Action, Adventure",,7.7,
2457,ENFP,Lise,Girls With Balls,2018.0,"Comedy, Horror",,3.8,
2458,ENTJ,Morgane,Girls With Balls,2018.0,"Comedy, Horror",,3.8,
2461,INFJ,Hazuki,Girls With Balls,2018.0,"Comedy, Horror",,3.8,
2460,INFP,M.A,Girls With Balls,2018.0,"Comedy, Horror",,3.8,
2459,ISFJ,Jeanne,Girls With Balls,2018.0,"Comedy, Horror",,3.8,
615,ENFJ,Commodus,Gladiator,2000.0,"Action, Adventure, Drama",187705427.0,8.5,67.0
614,ESTJ,Antonius Proximo,Gladiator,2000.0,"Action, Adventure, Drama",187705427.0,8.5,67.0
619,INFJ,Marcus Aurelius,Gladiator,2000.0,"Action, Adventure, Drama",187705427.0,8.5,67.0
620,INFJ,Lucilla,Gladiator,2000.0,"Action, Adventure, Drama",187705427.0,8.5,67.0
621,INTJ,Tiberius Gracchus,Gladiator,2000.0,"Action, Adventure, Drama",187705427.0,8.5,67.0
617,ISFJ,Juba,Gladiator,2000.0,"Action, Adventure, Drama",187705427.0,8.5,67.0
616,ISFP,Lucius,Gladiator,2000.0,"Action, Adventure, Drama",187705427.0,8.5,67.0
618,ISTJ,Maximus Decimus Meridius,Gladiator,2000.0,"Action, Adventure, Drama",187705427.0,8.5,67.0
557,ESTP,Zook,Gnome Alone,2017.0,"Animation, Adventure, Comedy",,5.6,
559,INTP,Liam,Gnome Alone,2017.0,"Animation, Adventure, Comedy",,5.6,
558,ISFP,Chloe,Gnome Alone,2017.0,"Animation, Adventure, Comedy",,5.6,
2558,INFJ,Gheorghe,God'S Own Country,2014.0,Drama,,6.3,
2557,ISFP,Johnny,God'S Own Country,2014.0,Drama,,6.3,
1031,ENFJ,Mothra,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1034,ENFJ,Godzilla (Showa),Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1043,ENTJ,King Ghidorah,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1046,ENTJ,Alan Jonah,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1049,ENTJ,Godzilla (Heisei),Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1052,ENTJ,Godzilla Earth,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1037,ENTP,Elle Brody,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1040,ENTP,Rick Stanton,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1010,ESFP,Tre Morales,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1013,ESFP,Kevin (Ghidorah'S Third Head),Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1025,ESTJ,Emma Russell,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1028,ESTJ,Russell Hampton,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1016,ESTP,Rodan,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1019,ESTP,Jackson Barnes,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1022,ESTP,Ford Brody,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1091,INFJ,Vivienne Graham,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1082,INFP,Madison Russell,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1085,INFP,Anguirus,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1088,INFP,Gojira (1954),Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1100,INTJ,Joe Brody,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1103,INTJ,King Ghidorah (Planet Eater),Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1106,INTJ,Space Godzilla,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1094,INTP,Mark Russell,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1097,INTP,Sam Coleman,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1064,ISFJ,Ilene Chen,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1055,ISFP,Shin Godzilla,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1058,ISFP,Kong,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1061,ISFP,Zilla,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1073,ISTJ,Mecha-Godzilla,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1076,ISTJ,Diane Foster,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1079,ISTJ,William Stenz,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1067,ISTP,Godzilla (Monsterverse),Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
1070,ISTP,Muto Prime,Godzilla,1956.0,"Action, Horror, Sci-Fi",,6.5,60.0
2498,ENFJ,Gooby,Gooby,2009.0,"Family, Fantasy",3234.0,3.0,
2499,INFP,Willy Dandridge,Gooby,2009.0,"Family, Fantasy",3234.0,3.0,
2500,INTJ,Mr. Nerdlinger,Gooby,2009.0,"Family, Fantasy",3234.0,3.0,
724,ENFJ,Ainun,Habibie & Ainun,2012.0,"Biography, Drama, Romance",,7.6,
2637,INFP,Ned,Handsome Devil,2016.0,"Comedy, Drama, Sport",,7.1,60.0
1417,ESFJ,Saadet Hanım,Happy Days,2007.0,Drama,,7.9,
1415,ESFP,Yaşar,Happy Days,2007.0,Drama,,7.9,
1416,ESFP,Mehtap,Happy Days,2007.0,Drama,,7.9,
1420,ESTJ,Mehtap'In Yeni Sevgilisi,Happy Days,2007.0,Drama,,7.9,
1418,ESTP,Sıdıka Hanım,Happy Days,2007.0,Drama,,7.9,
1419,ESTP,Ziya,Happy Days,2007.0,Drama,,7.9,
1429,INFJ,Mehmet,Happy Days,2007.0,Drama,,7.9,
1428,INFP,Tuncay,Happy Days,2007.0,Drama,,7.9,
1430,INTJ,Ahmet,Happy Days,2007.0,Drama,,7.9,
1422,ISFJ,Kazım Efendi,Happy Days,2007.0,Drama,,7.9,
1423,ISFJ,Zeynep,Happy Days,2007.0,Drama,,7.9,
1424,ISFJ,Kâmil,Happy Days,2007.0,Drama,,7.9,
1421,ISFP,Nazif Efendi,Happy Days,2007.0,Drama,,7.9,
1426,ISTJ,Halis Bey,Happy Days,2007.0,Drama,,7.9,
1427,ISTJ,Nilgün,Happy Days,2007.0,Drama,,7.9,
1425,ISTP,Ömer,Happy Days,2007.0,Drama,,7.9,
1169,ENFP,Sven,Happy Feet,2006.0,"Action, Adventure, Family",,6.3,
1170,ENTJ,Lovelace,Happy Feet,2006.0,"Action, Adventure, Family",,6.3,
1167,ESFP,Ramón,Happy Feet,2006.0,"Action, Adventure, Family",,6.3,
1168,ESTJ,Noah,Happy Feet,2006.0,"Action, Adventure, Family",,6.3,
1176,INFP,Mumble,Happy Feet,2006.0,"Action, Adventure, Family",,6.3,
1177,INTJ,Will The Krill,Happy Feet,2006.0,"Action, Adventure, Family",,6.3,
1172,ISFJ,Norma Jean,Happy Feet,2006.0,"Action, Adventure, Family",,6.3,
1173,ISFJ,Bill The Krill,Happy Feet,2006.0,"Action, Adventure, Family",,6.3,
1171,ISFP,Erik,Happy Feet,2006.0,"Action, Adventure, Family",,6.3,
1174,ISTJ,Memphis,Happy Feet,2006.0,"Action, Adventure, Family",,6.3,
1175,ISTJ,Bryan,Happy Feet,2006.0,"Action, Adventure, Family",,6.3,
2415,ENFP,Poppy,Happy Go Lucky,1943.0,"Comedy, Musical",,5.9,
1749,ENFJ,Chang,Happy Together,2018.0,Comedy,,5.8,
1747,ESFP,Ho Po-Wing,Happy Together,2018.0,Comedy,,5.8,
1751,ISTP,Lai Yiu-Fai,Happy Together,2018.0,Comedy,,5.8,
223,ESFP,Rachel,Heart,2006.0,"Drama, Romance",,6.6,
226,INFP,Luna,Heart,2006.0,"Drama, Romance",,6.6,
225,ISFJ,Didit,Heart,2006.0,"Drama, Romance",,6.6,
224,ISFP,Farel,Heart,2006.0,"Drama, Romance",,6.6,
388,ENTJ,The Fates,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
389,ENTJ,Ares,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
385,ENTP,Hades,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
386,ENTP,Hermes,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
387,ENTP,Icarus,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
377,ESFJ,Hercules,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
378,ESFJ,Hera,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
379,ESFJ,Aphrodite,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
383,ESTJ,Philoctetes,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
384,ESTJ,Pain,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
380,ESTP,Zeus,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
381,ESTP,Pegasus,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
382,ESTP,Adonis,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
393,INFJ,Alcmene,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
395,INTJ,Athena,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
394,INTP,Cassandra,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
390,ISFP,Panic,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
391,ISTP,Megara,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
392,ISTP,Amphytryon,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
567,ENFP,Pilot Kelson,Highway,2002.0,"Crime, Drama",,6.2,
566,ESTP,Jack Hayes,Highway,2002.0,"Crime, Drama",,6.2,
688,ENFJ,Yoruno,Himizu,2011.0,"Crime, Drama",,7.1,66.0
687,ENFP,Keiko Chazawa,Himizu,2011.0,"Crime, Drama",,7.1,66.0
689,ISFP,Yuichi Sumida,Himizu,2011.0,"Crime, Drama",,7.1,66.0
2646,INTJ,Agent 47 (2007),Hitman,1998.0,"Action, Comedy, Crime",,6.2,
1714,ENFJ,Jack Castello,Hollywood,1980.0,"Documentary, History",,9.3,
1710,ENFP,Camille Washington,Hollywood,1980.0,"Documentary, History",,9.3,
1712,ENFP,Claire Wood,Hollywood,1980.0,"Documentary, History",,9.3,
1718,ENTJ,Archie Coleman,Hollywood,1980.0,"Documentary, History",,9.3,
1720,ENTJ,Avis Amberg,Hollywood,1980.0,"Documentary, History",,9.3,
1716,ENTP,Ernie West,Hollywood,1980.0,"Documentary, History",,9.3,
1706,ESFP,Ace Amberg,Hollywood,1980.0,"Documentary, History",,9.3,
1708,ESTJ,Raymond Ainsley,Hollywood,1980.0,"Documentary, History",,9.3,
1726,INFJ,Ellen Kincaid,Hollywood,1980.0,"Documentary, History",,9.3,
1724,INFP,Rock Hudson (Roy Fitzgerald),Hollywood,1980.0,"Documentary, History",,9.3,
1728,INTJ,Richard Samuels,Hollywood,1980.0,"Documentary, History",,9.3,
1722,ISTJ,Henry Willson,Hollywood,1980.0,"Documentary, History",,9.3,
321,ESFP,Officer David Delinko,Hoot,2006.0,"Adventure, Comedy, Family",8080116.0,5.5,46.0
324,INFP,"Napoleon Bridger ""Mullet Fingers"" Leep",Hoot,2006.0,"Adventure, Comedy, Family",8080116.0,5.5,46.0
322,ISFP,Roy A. Eberhardt,Hoot,2006.0,"Adventure, Comedy, Family",8080116.0,5.5,46.0
323,ISTP,"Beatrice ""The Bear"" Leep",Hoot,2006.0,"Adventure, Comedy, Family",8080116.0,5.5,46.0
313,ENFP,Emma,Host,2020.0,"Horror, Mystery",,6.6,72.0
312,ESFP,Jemma,Host,2020.0,"Horror, Mystery",,6.6,72.0
315,INFJ,Haley,Host,2020.0,"Horror, Mystery",,6.6,72.0
314,ISFJ,Caroline,Host,2020.0,"Horror, Mystery",,6.6,72.0
287,ESFP,Azusa Odagiri,Hot Gimmick: Girl Meets Boy,2019.0,Drama,,4.5,
289,INTJ,Ryoki Tachibana,Hot Gimmick: Girl Meets Boy,2019.0,Drama,,4.5,
288,ISFJ,Hatsumi Narita,Hot Gimmick: Girl Meets Boy,2019.0,Drama,,4.5,
80,ENFP,Mavis,Hotel Transylvania,2012.0,"Animation, Comedy, Game-Show",,7.1,
81,ENFP,Dennis,Hotel Transylvania,2012.0,"Animation, Comedy, Game-Show",,7.1,
82,ENTP,Griffin,Hotel Transylvania,2012.0,"Animation, Comedy, Game-Show",,7.1,
77,ESFJ,Wanda,Hotel Transylvania,2012.0,"Animation, Comedy, Game-Show",,7.1,
74,ESFP,Jonathan,Hotel Transylvania,2012.0,"Animation, Comedy, Game-Show",,7.1,
75,ESFP,Murray,Hotel Transylvania,2012.0,"Animation, Comedy, Game-Show",,7.1,
76,ESFP,Winnie,Hotel Transylvania,2012.0,"Animation, Comedy, Game-Show",,7.1,
78,ESTJ,Ericka Van Helsing,Hotel Transylvania,2012.0,"Animation, Comedy, Game-Show",,7.1,
79,ESTJ,Eunice,Hotel Transylvania,2012.0,"Animation, Comedy, Game-Show",,7.1,
84,ISFJ,Frankenstein,Hotel Transylvania,2012.0,"Animation, Comedy, Game-Show",,7.1,
83,ISFP,Blobby,Hotel Transylvania,2012.0,"Animation, Comedy, Game-Show",,7.1,
85,ISTJ,Count Dracula,Hotel Transylvania,2012.0,"Animation, Comedy, Game-Show",,7.1,
86,ISTJ,Vlad,Hotel Transylvania,2012.0,"Animation, Comedy, Game-Show",,7.1,
1644,ENTP,Auntie,House,2008.0,Horror,574940.0,4.6,24.0
1642,ESFJ,Gorgeous,House,2008.0,Horror,574940.0,4.6,24.0
1641,ESFP,Mac,House,2008.0,Horror,574940.0,4.6,24.0
1643,ESTP,Kung Fu,House,2008.0,Horror,574940.0,4.6,24.0
1646,INFP,Fantasy,House,2008.0,Horror,574940.0,4.6,24.0
1647,INTP,Prof,House,2008.0,Horror,574940.0,4.6,24.0
1645,ISFP,Melody,House,2008.0,Horror,574940.0,4.6,24.0
393,ENFP,Pouncer,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
398,ENTJ,Drago,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
399,ENTJ,Krogan,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
394,ENTP,Zephyr,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
395,ENTP,Dagur The Deranged,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
396,ENTP,Mala,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
397,ENTP,Dart,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
386,ESFP,Gobber,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
387,ESFP,Tuffnut,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
390,ESTJ,Stoick The Vast,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
391,ESTJ,Ryker,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
392,ESTJ,Hookfang,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
388,ESTP,Snotlout,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
389,ESTP,Ruffnut,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
405,INFJ,Valka,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
406,INFJ,Ruffrunner,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
409,INTJ,Grimmel,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
410,INTJ,Viggo,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
407,INTP,Hiccup Horrendous Haddock Iii,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
408,INTP,Trader Johann,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
400,ISFP,Toothless,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
401,ISFP,Fishlegs,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
402,ISFP,Meatlug,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
404,ISTJ,Astrid,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
403,ISTP,Stormfly,How To Train Your Dragon,2010.0,"Action, Adventure",,8.3,
2516,ENTP,Tala,I Can'T Think Straight,2008.0,"Drama, Romance",39373.0,6.5,
2517,INFJ,Leyla,I Can'T Think Straight,2008.0,"Drama, Romance",39373.0,6.5,
674,ENFP,Nash,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
676,ENTJ,Saito,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
675,ENTP,Eames,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
680,INFJ,Mal,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
679,INFP,Robert Fischer,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
683,INTJ,Stephen Miles,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
681,INTP,Ariadne,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
682,INTP,Yusuf,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
678,ISTJ,Arthur,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
677,ISTP,Dominick Cobb,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
126,ENFJ,Bridget Von Hammersmark,Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
128,ENTJ,Dieter Hellstrom,Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
127,ENTP,Hans Landa,Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
122,ESFJ,Fredrick Zoller,Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
123,ESFJ,Joseph Goebbels,Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
121,ESFP,"Donny ""The Bear Jew"" Donowitz",Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
125,ESTJ,Adolf Hitler,Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
124,ESTP,Aldo Raine,Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
134,INTJ,Shosanna Dreyfus,Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
130,ISFJ,Perrier Lapadite,Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
131,ISFJ,Marcel,Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
129,ISFP,Smithson Utivich,Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
133,ISTJ,Werner,Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
132,ISTP,Hugo Stiglitz,Inglourious Basterds,2009.0,"Adventure, Drama, War",120540719.0,8.3,69.0
2550,ENTJ,Matthew Harrison Brady,Inherit The Wind,1999.0,Drama,,7.3,
2552,INFP,Henry Drummond,Inherit The Wind,1999.0,Drama,,7.3,
2553,INTP,Bertram Cates,Inherit The Wind,1999.0,Drama,,7.3,
2551,ISFJ,Rachel Brown,Inherit The Wind,1999.0,Drama,,7.3,
2403,ENTJ,Archer Monroe,Inheritance,2020.0,"Drama, Mystery, Thriller",,5.5,31.0
2399,ENTP,Morgan Warner,Inheritance,2020.0,"Drama, Mystery, Thriller",,5.5,31.0
2395,ESTJ,William Monroe,Inheritance,2020.0,"Drama, Mystery, Thriller",,5.5,31.0
2407,ISFP,Lauren Monroe,Inheritance,2020.0,"Drama, Mystery, Thriller",,5.5,31.0
1961,ENFJ,Penny,Inspector Gadget,2015.0,"Animation, Action, Adventure",,4.4,
1962,ENTJ,Sanford Scolex / Dr. Claw,Inspector Gadget,2015.0,"Animation, Action, Adventure",,4.4,
1959,ESFJ,Mayor Wilson,Inspector Gadget,2015.0,"Animation, Action, Adventure",,4.4,
1960,ESTJ,Chief Quimby,Inspector Gadget,2015.0,"Animation, Action, Adventure",,4.4,
1964,INTP,Dr. Artemus Bradford,Inspector Gadget,2015.0,"Animation, Action, Adventure",,4.4,
1963,ISFJ,Dr. Brenda Bradford,Inspector Gadget,2015.0,"Animation, Action, Adventure",,4.4,
595,ENTP,Tars,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
593,ESTJ,Tom Cooper,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
594,ESTJ,Donald Cooper,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
599,INFP,Murphy Cooper,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
600,INFP,Amelia Brand,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
602,INTJ,Dr. Mann,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
603,INTJ,John Brand,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
