,mbti,character,movie_name,release_year,genre,revenue,score,metascore
1362,ENTP,Zoltan Karpathy,My Fair Lady,2009.0,"Comedy, Romance",,6.9,
1357,ESFP,Freddy Eynsford-Hill,My Fair Lady,2009.0,"Comedy, Romance",,6.9,
1359,ESTJ,Mrs. Pearce,My Fair Lady,2009.0,"Comedy, Romance",,6.9,
1358,ESTP,"Alfred P. ""Alfie"" Doolittle",My Fair Lady,2009.0,"Comedy, Romance",,6.9,
1364,ISFJ,Colonel Hugh Pickering,My Fair Lady,2009.0,"Comedy, Romance",,6.9,
423,ENFJ,Flora,Nancy Drew And The Hidden Staircase,2019.0,"Comedy, Crime, Drama",,5.7,55.0
422,ESFJ,Helen Corning,Nancy Drew And The Hidden Staircase,2019.0,"Comedy, Crime, Drama",,5.7,55.0
425,INFP,Bess Marvin,Nancy Drew And The Hidden Staircase,2019.0,"Comedy, Crime, Drama",,5.7,55.0
424,ISFP,George Fayne,Nancy Drew And The Hidden Staircase,2019.0,"Comedy, Crime, Drama",,5.7,55.0
796,ISTP,Alex Raine,Nemesis,1992.0,"Action, Sci-Fi, Thriller",2001124.0,5.4,
2643,INFP,Autumn Callahan,Never Rarely Sometimes Always,2020.0,Drama,,7.3,91.0
2441,ENFP,Norma Rae Webster,Norma Rae,1979.0,Drama,22228000.0,7.3,61.0
2050,ENTP,Daniel Atlas,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
2051,ENTP,Merritt Mckinney,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
2052,ENTP,Thaddeus Bradley,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
2048,ESTP,Jack Wilder,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
2049,ESTP,Henley Reeves,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
2053,INFP,Alma Dray,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
2054,INTJ,Dylan Rhodes,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
2055,INTJ,Arthur Tressler,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
750,ENTP,João Grilo,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
745,ESFP,Dora,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
747,ESTJ,Eurico,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
748,ESTJ,Major Antônio Morais,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
749,ESTJ,Bispo,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
746,ESTP,Vicentão,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
756,INFJ,Jesus Cristo,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
754,INFP,Chicó,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
755,INFP,Rosa,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
757,INTJ,Diabo,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
751,ISFJ,Nossa Senhora,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
752,ISFJ,Padre João,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
753,ISTP,Cangaceiro Severino,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
2607,INFJ,O Vendedor De Sonhos,O Vendedor De Sonhos,2016.0,Drama,,5.8,
2606,ISTJ,Júlio Cesar,O Vendedor De Sonhos,2016.0,Drama,,5.8,
2605,ISTP,Simas,O Vendedor De Sonhos,2016.0,Drama,,5.8,
2115,ESTP,Malcolm Beech,Oblivion,1994.0,"Adventure, Comedy, Sci-Fi",,5.1,
2121,INFJ,Sergeant Sykes,Oblivion,1994.0,"Adventure, Comedy, Sci-Fi",,5.1,
2125,INTJ,Tet/'Sally,Oblivion,1994.0,"Adventure, Comedy, Sci-Fi",,5.1,
2123,INTP,Julia Rusakova,Oblivion,1994.0,"Adventure, Comedy, Sci-Fi",,5.1,
2117,ISFJ,"Victoria ""Vika"" Olsen",Oblivion,1994.0,"Adventure, Comedy, Sci-Fi",,5.1,
2119,ISTP,Jack Harper,Oblivion,1994.0,"Adventure, Comedy, Sci-Fi",,5.1,
2642,INFP,Sal Paradise,On The Road,2016.0,Drama,,5.8,
357,ENFJ,Fiona Saunders,On The Rocks,2020.0,"Adventure, Comedy, Drama",,6.8,73.0
358,ENTJ,Dean,On The Rocks,2020.0,"Adventure, Comedy, Drama",,6.8,73.0
356,ESFJ,Miss Mindy,On The Rocks,2020.0,"Adventure, Comedy, Drama",,6.8,73.0
355,ESFP,Vanessa,On The Rocks,2020.0,"Adventure, Comedy, Drama",,6.8,73.0
359,INFP,Laura,On The Rocks,2020.0,"Adventure, Comedy, Drama",,6.8,73.0
328,ENTJ,Haman,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
327,ENTP,Admantha,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
325,ESFP,Jesse,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
326,ESTJ,Hegai,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
332,INFJ,Mordecai,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
331,INFP,Hadassah / Esther,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
333,INTJ,Vashti,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
329,ISFP,King Xerxes,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
330,ISTJ,Memucan,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
525,ESTP,Hsu Tai Yu,Our Times,2015.0,"Comedy, Romance",847020.0,7.4,
526,INFP,Lin Truly,Our Times,2015.0,"Comedy, Romance",847020.0,7.4,
2093,ENTJ,Cpt. Wafner,Overlord,2015.0,"Animation, Action, Adventure",,7.8,
2090,ESTP,Pvt. Tibbet,Overlord,2015.0,"Animation, Action, Adventure",,7.8,
2096,ISFP,Pvt. Boyce,Overlord,2015.0,"Animation, Action, Adventure",,7.8,
2099,ISFP,Chloe,Overlord,2015.0,"Animation, Action, Adventure",,7.8,
2102,ISFP,Paul,Overlord,2015.0,"Animation, Action, Adventure",,7.8,
2105,ISTP,Cpl. Ford,Overlord,2015.0,"Animation, Action, Adventure",,7.8,
2257,ESTJ,Misty,Palm Springs,1989.0,"Animation, Short, Fantasy",,5.8,
2258,INTP,Sarah,Palm Springs,1989.0,"Animation, Short, Fantasy",,5.8,
2387,ESTJ,Ahmad Shah Abdali,Panipat,2019.0,"Action, Drama, History",,5.4,
438,ENFJ,The Duchess,Paradise Hills,2019.0,"Fantasy, Sci-Fi, Thriller",,5.5,50.0
437,ENFP,Amarna,Paradise Hills,2019.0,"Fantasy, Sci-Fi, Thriller",,5.5,50.0
436,ESFJ,Chloe,Paradise Hills,2019.0,"Fantasy, Sci-Fi, Thriller",,5.5,50.0
440,INTP,Yu,Paradise Hills,2019.0,"Fantasy, Sci-Fi, Thriller",,5.5,50.0
439,ISFP,Ana,Paradise Hills,2019.0,"Fantasy, Sci-Fi, Thriller",,5.5,50.0
2386,ENTP,Captain Frederick Wentworth,Persuasion,1971.0,"History, Romance",,6.5,
2385,ESTJ,Lady Russell,Persuasion,1971.0,"History, Romance",,6.5,
2178,ESTP,Peter Rabbit,Peter Rabbit,2012.0,"Animation, Family",,5.5,
2182,INFP,Bea,Peter Rabbit,2012.0,"Animation, Family",,5.5,
2180,ISTJ,Thomas Mcgregor,Peter Rabbit,2012.0,"Animation, Family",,5.5,
2181,ISTJ,Mr. Mcgregor,Peter Rabbit,2012.0,"Animation, Family",,5.5,
2179,ISTP,Cottontail Rabbit,Peter Rabbit,2012.0,"Animation, Family",,5.5,
206,ENFJ,Angelica,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
207,ENFJ,Philip Swift,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
205,ENFP,Calypso,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
208,ENTP,Captain Jack Sparrow,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
209,ENTP,Uncle Jack,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
197,ESFJ,Capitaine Chevalle,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
195,ESFP,Elizabeth Swann,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
196,ESFP,Tamara,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
199,ESTJ,Barbossa,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
200,ESTJ,Armando Salazar,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
201,ESTJ,King George Ii,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
202,ESTJ,Ching Shih,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
203,ESTJ,Anamaria,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
204,ESTJ,Capitán Villanueva,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
198,ESTP,Pintel,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
230,INFJ,Shansa,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
228,INFP,Davy Jones,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
229,INFP,Syrena,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
232,INTJ,Cutler Beckett,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
233,INTJ,Edward Teague,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
231,INTP,Sri Sumbhajee,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
213,ISFJ,Will Turner,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
214,ISFJ,Joshamee Gibbs,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
215,ISFJ,Governor Weatherby Swann,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
216,ISFJ,Ragetti,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
217,ISFJ,Cotton,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
218,ISFJ,The Spaniard,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
210,ISFP,Henry Turner,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
211,ISFP,Bootstrap Bill Turner,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
212,ISFP,Captain Ammand,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
223,ISTJ,James Norrington,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
224,ISTJ,Carina Smyth,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
225,ISTJ,Murtogg,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
226,ISTJ,Captain Jocard,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
227,ISTJ,Groves,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
219,ISTP,Blackbeard,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
220,ISTP,Sao Feng,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
221,ISTP,Ian Mercer,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
222,ISTP,Marty,Pirates Of The Caribbean,2003.0,"Adventure, Fantasy, Horror",,7.7,
2063,ENFP,President Will Cooper,Pixels,2010.0,"Animation, Short, Action",,7.4,
2064,ENTP,Sam Brenner,Pixels,2010.0,"Animation, Short, Action",,7.4,
2065,ENTP,Matty Van Patten,Pixels,2010.0,"Animation, Short, Action",,7.4,
2062,ESTJ,Colonel Violet Van Patten,Pixels,2010.0,"Animation, Short, Action",,7.4,
2061,ESTP,"Eddie ""The Fireblaster"" Plant",Pixels,2010.0,"Animation, Short, Action",,7.4,
2066,INFP,Qbert,Pixels,2010.0,"Animation, Short, Action",,7.4,
2067,INTP,Ludlow Lamonsoff,Pixels,2010.0,"Animation, Short, Action",,7.4,
702,ENFP,Alice Mori,Plus One,2019.0,"Comedy, Drama, Romance",,6.6,65.0
703,ISFJ,Ben King,Plus One,2019.0,"Comedy, Drama, Romance",,6.6,65.0
924,ENFP,Cadet/Off./Sgt. Carey Mahoney,Police Academy,1997.0,"Comedy, Crime",,5.0,
918,ESFJ,Cmndt. Eric Lassard,Police Academy,1997.0,"Comedy, Crime",,5.0,
916,ESFP,Cadet/Off. Zed Mcglunk,Police Academy,1997.0,"Comedy, Crime",,5.0,
917,ESFP,Sgt. Nick Lassard,Police Academy,1997.0,"Comedy, Crime",,5.0,
921,ESTJ,Sgt./Lt./Capt./D.A. Debbie Callahan,Police Academy,1997.0,"Comedy, Crime",,5.0,
922,ESTJ,Lt./Capt./Cmndt. Thaddeus Harris,Police Academy,1997.0,"Comedy, Crime",,5.0,
923,ESTJ,Lt./Capt./Cmndt./Sheriff Ernie Mauser,Police Academy,1997.0,"Comedy, Crime",,5.0,
919,ESTP,Cadet Karen Thompson,Police Academy,1997.0,"Comedy, Crime",,5.0,
920,ESTP,Cadet/Sgt. Chad Copeland,Police Academy,1997.0,"Comedy, Crime",,5.0,
934,INTP,Cadet/Off./Sgt. Douglas Fackler,Police Academy,1997.0,"Comedy, Crime",,5.0,
925,ISFJ,Cadet/Off./Sgt. Laverne Hooks,Police Academy,1997.0,"Comedy, Crime",,5.0,
926,ISFJ,Cadet Leslie Barbara,Police Academy,1997.0,"Comedy, Crime",,5.0,
930,ISTJ,Cadet/Off./Sgt./Lt./Capt. Moses Hightower,Police Academy,1997.0,"Comedy, Crime",,5.0,
931,ISTJ,Sgt./Lt./Capt./Acting Capt. Carl Proctor,Police Academy,1997.0,"Comedy, Crime",,5.0,
932,ISTJ,Cadet Kyle Connors,Police Academy,1997.0,"Comedy, Crime",,5.0,
933,ISTJ,Police Chief/Comm./Cmndt. Henry J. Hurst,Police Academy,1997.0,"Comedy, Crime",,5.0,
927,ISTP,Cadet/Off./Sgt./Capt. Eugene Tackleberry,Police Academy,1997.0,"Comedy, Crime",,5.0,
928,ISTP,Cadet/Off./Sgt. Larvell Jones,Police Academy,1997.0,"Comedy, Crime",,5.0,
929,ISTP,Off./Sgt./Lt./Capt. Kathleen Kirkland-Tackleberry,Police Academy,1997.0,"Comedy, Crime",,5.0,
2108,ESTP,Maurice,Possum,2018.0,"Drama, Horror, Mystery",,5.7,64.0
2110,INFJ,Possum,Possum,2018.0,"Drama, Horror, Mystery",,5.7,64.0
2109,INFP,Philip,Possum,2018.0,"Drama, Horror, Mystery",,5.7,64.0
2600,ISTP,Franz Maurer,Psy,1992.0,"Action, Crime, Drama",,7.7,
774,INFJ,Marius,Psychobitch,2019.0,Drama,,6.9,
773,ISFP,Frida,Psychobitch,2019.0,Drama,,6.9,
140,ENFJ,Jules Winnfield,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
143,ENTJ,Winston Wolf,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
141,ENTP,Mia Wallace,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
142,ENTP,Lance,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
135,ESFP,Yolanda (Honey Bunny),Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
139,ESTJ,Captain Koons,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
136,ESTP,Pumpkin,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
137,ESTP,Jody,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
138,ESTP,Zed,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
150,INFP,Fabienne,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
151,INTJ,Marcellus Wallace,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
144,ISFP,Marvin,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
145,ISFP,Maynard,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
149,ISTJ,Brett,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
146,ISTP,Vincent Vega,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
147,ISTP,Butch Coolidge,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
148,ISTP,Esmarelda Villalobos,Pulp Fiction,1994.0,"Crime, Drama",107928762.0,8.9,94.0
196,ENFP,Valeria,Quo Vado?,2016.0,Comedy,,6.6,
195,ESFP,Checco,Quo Vado?,2016.0,Comedy,,6.6,
808,INTP,Marie Curie,Radioactive,2019.0,"Biography, Drama, Romance",,6.2,56.0
809,INTP,Pierre Curie,Radioactive,2019.0,"Biography, Drama, Romance",,6.2,56.0
741,ENTP,Ziki Okemi,Rafiki,2018.0,"Drama, Romance",137968.0,6.7,68.0
742,ISTP,Kena Mwaura,Rafiki,2018.0,"Drama, Romance",137968.0,6.7,68.0
242,ENTP,Greedy,Raggedy Ann & Andy: A Musical Adventure,1977.0,"Animation, Comedy, Family",,6.7,
241,ESFP,Raggedy Andy,Raggedy Ann & Andy: A Musical Adventure,1977.0,"Animation, Comedy, Family",,6.7,
244,INFP,The Camel With The Wrinkled Knees,Raggedy Ann & Andy: A Musical Adventure,1977.0,"Animation, Comedy, Family",,6.7,
2635,INFP,Raggedy Ann,Raggedy Ann & Andy: A Musical Adventure,1977.0,"Animation, Comedy, Family",,6.7,
2636,INTJ,Raggedy Andy,Raggedy Ann & Andy: A Musical Adventure,1977.0,"Animation, Comedy, Family",,6.7,
243,ISFJ,Raggedy Ann,Raggedy Ann & Andy: A Musical Adventure,1977.0,"Animation, Comedy, Family",,6.7,
416,ENTJ,Cihangir,Ramo,2020.0,Drama,,6.1,
415,ESFJ,Sibel,Ramo,2020.0,Drama,,6.1,
417,INFJ,Ramo,Ramo,2020.0,Drama,,6.1,
152,ESFP,Emile,Ratatouille,2007.0,"Adventure, Family",,7.5,
153,ESTJ,Colette Tatou,Ratatouille,2007.0,"Adventure, Family",,7.5,
154,ESTJ,Skinner,Ratatouille,2007.0,"Adventure, Family",,7.5,
155,ESTJ,Django,Ratatouille,2007.0,"Adventure, Family",,7.5,
160,INFP,Alfredo Linguini,Ratatouille,2007.0,"Adventure, Family",,7.5,
156,ISFP,Remy,Ratatouille,2007.0,"Adventure, Family",,7.5,
157,ISFP,Lalo,Ratatouille,2007.0,"Adventure, Family",,7.5,
159,ISTJ,Anton Ego,Ratatouille,2007.0,"Adventure, Family",,7.5,
158,ISTP,Horst,Ratatouille,2007.0,"Adventure, Family",,7.5,
366,ENFJ,Jimmy'S Mom,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
364,ENFP,Golly Gopher,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
365,ENFP,Milt Appleday,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
367,ENTP,Tux The Penguin,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
360,ESFP,Jimmy'S Dad,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
361,ESFP,Pickles,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
363,ESTJ,Yancey Roberts,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
362,ESTP,Craig Yoshida,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
372,INFP,Jimmy Roberts,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
373,INTJ,Prickles,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
369,ISFJ,Robin Yoshida,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
370,ISFJ,Dolly Gopher,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
368,ISFP,Crocco,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
371,ISTP,Sonny Appleday,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
2205,ESTP,Rebecca De Winter,Rebecca,1997.0,"Drama, Mystery, Romance",,7.3,
2211,INFP,Mrs. De Winter,Rebecca,1997.0,"Drama, Mystery, Romance",,7.3,
2207,ISTJ,Maxim De Winter,Rebecca,1997.0,"Drama, Mystery, Romance",,7.3,
2209,ISTJ,Mrs. Danvers,Rebecca,1997.0,"Drama, Mystery, Romance",,7.3,
2416,ENFP,"Alyssa ""Ally"" Craig",Remember Me,2014.0,"Drama, Horror, Mystery",,7.0,
2422,ENTJ,Charles Hawkins,Remember Me,2014.0,"Drama, Horror, Mystery",,7.0,
2419,ENTP,Aidan Hall,Remember Me,2014.0,"Drama, Horror, Mystery",,7.0,
2434,INFJ,Tyler Keats Hawkins,Remember Me,2014.0,"Drama, Horror, Mystery",,7.0,
2431,INFP,Caroline Hawkins,Remember Me,2014.0,"Drama, Horror, Mystery",,7.0,
2425,ISFJ,Helen Craig,Remember Me,2014.0,"Drama, Horror, Mystery",,7.0,
2428,ISTJ,Neil Craig,Remember Me,2014.0,"Drama, Horror, Mystery",,7.0,
1918,ENTJ,Dr. Alexander Isaacs,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
1910,ESFJ,Claire Redfield,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
1916,ESTJ,Chris (Revalations),Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
1912,ESTP,Rain Ocampo,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
1914,ESTP,Spence Parks,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
1928,INFJ,Red Queen,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
1930,INFJ,Jessica (Revelations),Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
1934,INTJ,Ada Wong,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
1932,INTP,Chad Kaplan,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
1922,ISFJ,Matt Addison,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
1920,ISFP,Leon S. Kennedy,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
1924,ISTJ,Jill Valentine,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
1926,ISTJ,James 'One' Shade,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
246,ESFJ,Rumi Koyama,River'S Edge,2018.0,"Crime, Drama",,6.2,
245,ESFP,Kannonzaki,River'S Edge,2018.0,"Crime, Drama",,6.2,
248,INFP,Kanna Tajima,River'S Edge,2018.0,"Crime, Drama",,6.2,
250,INTJ,Ichiro Yamada,River'S Edge,2018.0,"Crime, Drama",,6.2,
249,INTP,Haruna Wakakusa,River'S Edge,2018.0,"Crime, Drama",,6.2,
247,ISFP,Kozue Yoshikawa,River'S Edge,2018.0,"Crime, Drama",,6.2,
1287,ENTJ,Hob,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1290,ENTJ,Dr. Juliette Faxx,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1281,ENTP,Bob Morton,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1284,ENTP,Donald Johnson,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1266,ESFP,Duffy,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1269,ESFP,Joe Cox,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1278,ESTJ,The Old Man,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1272,ESTP,Clarence J. Boddicker,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1275,ESTP,Emil Antonowsky,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1317,INTP,Dr. Dennett Norton,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1293,ISFJ,Officer Anne Lewis,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1296,ISFJ,Alex Murphy / Robocop (Remake),Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1299,ISFJ,Angie,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1311,ISTJ,Alex J. Murphy / Robocop,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1314,ISTJ,Sergeant Warren Reed,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1302,ISTP,Cain / Robocop 2,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1305,ISTP,Ed-209,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
1308,ISTP,Leon Nash,Robocop,1994.0,"Action, Adventure, Crime",,5.8,
2450,ENFP,Bodi,Rock Dog,2016.0,"Animation, Adventure, Comedy",9404922.0,5.9,48.0
2453,INTJ,Angus Scattergood,Rock Dog,2016.0,"Animation, Adventure, Comedy",9404922.0,5.9,48.0
2452,ISFJ,Khampa,Rock Dog,2016.0,"Animation, Adventure, Comedy",9404922.0,5.9,48.0
2451,ISFP,Germur,Rock Dog,2016.0,"Animation, Adventure, Comedy",9404922.0,5.9,48.0
1599,ESFP,Tommy Gunn,Rocky,1981.0,"Action, Romance",,6.9,
1601,ESTP,Apollo Creed,Rocky,1981.0,"Action, Romance",,6.9,
1603,ESTP,Clubber Lang,Rocky,1981.0,"Action, Romance",,6.9,
1605,ESTP,Paulie Pennino,Rocky,1981.0,"Action, Romance",,6.9,
1607,ESTP,George Washington Duke,Rocky,1981.0,"Action, Romance",,6.9,
1613,ISFJ,Adrian Pennino,Rocky,1981.0,"Action, Romance",,6.9,
1609,ISFP,Rocky Balboa,Rocky,1981.0,"Action, Romance",,6.9,
1611,ISFP,Marie,Rocky,1981.0,"Action, Romance",,6.9,
1617,ISTJ,Viktor Drago,Rocky,1981.0,"Action, Romance",,6.9,
1615,ISTP,Ivan Drago,Rocky,1981.0,"Action, Romance",,6.9,
2339,ENFJ,Lord Capulet,Romeo & Juliet,2013.0,"Drama, Romance",1161089.0,5.8,41.0
2337,ENFP,Romeo Montague,Romeo & Juliet,2013.0,"Drama, Romance",1161089.0,5.8,41.0
2335,ESTJ,Tybalt,Romeo & Juliet,2013.0,"Drama, Romance",1161089.0,5.8,41.0
2343,INFP,Juliet Capulet,Romeo & Juliet,2013.0,"Drama, Romance",1161089.0,5.8,41.0
2345,INTP,Friar Lawrence,Romeo & Juliet,2013.0,"Drama, Romance",1161089.0,5.8,41.0
2341,ISFJ,Benvolio Montague,Romeo & Juliet,2013.0,"Drama, Romance",1161089.0,5.8,41.0
2454,ENFP,Eddie,Rover Dangerfield,1991.0,"Animation, Comedy, Family",,6.0,
2455,ENTP,Rover Dangerfield,Rover Dangerfield,1991.0,"Animation, Comedy, Family",,6.0,
2456,ISFJ,Raffles,Rover Dangerfield,1991.0,"Animation, Comedy, Family",,6.0,
665,ENFP,Diane Sherman,Run,2020.0,"Comedy, Romance, Thriller",,6.2,
811,INTJ,Benson,Saturn 3,1980.0,"Adventure, Horror, Sci-Fi",,5.2,9.0
1944,ENFJ,Scary Godmother,Scary Godmother: Halloween Spooktakular,2003.0,"Animation, Comedy",,6.7,
