,mbti,character,movie_name,release_year
3369,ESTP,Kris Mcduffy,Let It Shine,
3370,ESTP,Grummgar,Star Wars,
3371,ESTP,Lev Andropov,Armageddon,1998.0
3372,ESTP,Frankie Cheeks,Final Destination 3,2006.0
3373,ESTP,Kakihara,Ichi The Killer,2001.0
3374,ESTP,Duke,Layer Cake,2004.0
3375,ESTP,Deacon,Bill & Ted,
3376,ESTP,Crosshairs,Transformers,
3377,ESTP,Xavier Chavez,Saw,2004.0
3378,ESTP,Tin-Tin,The Crow,1994.0
3379,ESTP,Sten,Terkel In Trouble,
3380,ESTP,Vincent Benedict,Twins,1988.0
3381,ESTP,Henry Crawford,Mansfield Park,1999.0
3382,ESTP,Sonny Koufax,Big Daddy,
3383,ESTP,Cam Briel,Fallen,
3384,ESTP,Rumble,Tinker Bell,2008.0
3385,ESTP,Bigwig,Watership Down,1978.0
3386,ESTP,Rat King,Madagascar,
3387,ESTP,Rafe,Pearl Harbor,
3388,ESTP,Three/Javier,6 Underground,2019.0
3389,ESTP,Benny,Halloweentown,1998.0
3390,ESTP,Han Cho Bai,Red,2010.0
3391,ESTP,Tajōmaru,Rashomon,1950.0
3392,ESTP,Marquis De Sade,Quills,2000.0
3393,ESTP,Ammer,Click,
3394,ESTP,Chad,Descendants,
3395,ESTP,Bang,Space Jam,1996.0
3396,ESTP,Fred Flintstone ( 2000),The Flintstones,
3397,ESTP,Doris Murphy,A League Of Their Own,1992.0
3398,ESTP,Michael Clayton,Michael Clayton,2007.0
3399,ESTP,Sex Machine,From Dusk Till Dawn,1996.0
3400,ESTP,"Charles ""Chip"" Shreck",Batman,
3401,ESTP,Andrew Carver,Showgirls,1995.0
3402,ESTP,Richard Haywood,Murder By Numbers,2002.0
3403,ESTP,Mad Maynard,Eurotrip,2004.0
3404,ESTP,Kurgan,Highlander,1986.0
3405,ESTP,Jin Shanzhao,Ip Man,
3406,ESTP,Armand Roulin,Loving Vincent,2017.0
3407,ESTP,Mickey,The Basketball Diaries,1995.0
3408,ESTP,Mr. D / Dionysus,Percy Jackson,
3409,ESTP,Christianna Brown,Nanny Mcphee,2005.0
3410,ESTP,Benny Blanco,Carlito'S Way,
3411,ESTP,Skenk,Missing Link,2019.0
3412,ESTP,Jerry Vogel,A Beautiful Day In The Neighbourhood,2019.0
3413,ESTP,Holli Would,Cool World,1992.0
3414,ESTP,Tom,"Lock, Stock And Two Smoking Barrels",1998.0
3415,ESTP,Colonel Koobus Venter,District 9,2009.0
3416,ESTP,Norma,Carrie,1976.0
3417,ESTP,Michael Cheritto,Heat,1995.0
3418,ESTP,"Rosemarie ""Rose"" Hathaway",Vampire Academy: Blood Sisters,2014.0
3419,ESTP,Captain Fábio Barbosa,Elite Squad,2007.0
3420,ESTP,Lestat De Lioncourt,Queen Of The Damned,
3421,ESTP,Roberto,Rio,2011.0
3422,ESTP,Wolf,Escape From Alcatraz,1979.0
3423,ESTP,Billy Batts,Goodfellas,1990.0
3424,ESTP,Fifth Officer Harold Lowe,Titanic,1997.0
3425,ESTP,Choi,21,2008.0
3426,ESTP,Cadet Karen Thompson,Police Academy,
3427,ESTP,Thalia Grace,Percy Jackson,
3428,ESTP,"Eddie ""The Fireblaster"" Plant",Pixels,
3429,ESTP,Philip Stuckey,Pretty Woman,1990.0
3430,ESTP,Rick Derris,Clerks,1994.0
3431,ESTP,Kurt,Welcome To Marwen,
3432,ESTP,Eric Messer,Life As We Know It,2010.0
3433,ESTP,Johnny Cage (1995),Mortal Kombat Films,
3434,ESTP,Rez,Spy Kids,2001.0
3435,ESTP,Hal,The Call Of The Wild,2020.0
3436,ESTP,Lenny Nero,Strange Days,1995.0
3437,ESTP,Mister Señor Love Daddy,Do The Right Thing,
3438,ESTP,Zipporah,Prince Of Egypt,1998.0
3439,ESTP,Bhallaladeva,Baahubali,
3440,ESTP,"Steve Stronghold / ""The Commander""",Sky High,2005.0
3441,ESTP,Pino,Do The Right Thing,
3442,ESTP,Dot,The Fundamentals Of Caring,2016.0
3443,ESTP,"Selina Kyle ""Catwoman""",Dc Animated Movie Universe,
3444,ESTP,Hunter Strawberry,Hot Summer Nights,2017.0
3445,ESTP,Frank,Project Power,2020.0
3446,ESTP,Molly,Divergent,
3447,ESTP,Saphira,Eragon,2006.0
3448,ESTP,Owen Chase,In The Heart Of The Sea,2015.0
3449,ESTP,Dodd,Memento,2000.0
3450,ESTP,Dick Kelly,Dirty Grandpa,2016.0
3451,ESTP,Jackson Barnes,Godzilla,
3452,ESTP,"Lieutenant Gabriel ""Gabe"" Cash",Tango & Cash,
3453,ESTP,Phillip Vandamm,North By Northwest,1959.0
3454,ESTP,Vicentão,O Auto Da Compadecida,
3455,ESTP,Humphrey,Stardust,
3456,ESTP,Fbi Agent Angelo Pappas,Point Break,1991.0
3457,ESTP,Monroe,The Diary Of A Teenage Girl,2015.0
3458,ESTP,Chad,Manic,2001.0
3459,ESTP,George “Iceman” Chambers,Undisputed,
3460,ESTP,Rob Geller,Never Been Kissed,1999.0
3461,ESTP,Paulie Oster,Lost And Delirious,
3462,ESTP,Officer Krystal,American Pie,
3463,ESTP,Gunner Jensen,Expendables,
3464,ESTP,David Mccall,Fear,1996.0
3465,ESTP,Ford Brody,Godzilla,
3466,ESTP,Kraven,Underworld,
3467,ESTP,محمد عرابي Mohammad Orabi,The Book Of Sun,
3468,ESTP,Sack Lodge,Wedding Crashers,2005.0
3469,ESTP,Zoë Bell,Death Proof,2007.0
3470,ESTP,Kirk,The Texas Chainsaw Massacre,
3471,ESTP,Rob,Annie Hall,1977.0
3472,ESTP,Roger Dorn,Major League,1989.0
3473,ESTP,22,Soul,2020.0
3474,ESTP,Moses,Attack The Block,2011.0
3475,ESTP,Nick Rivers,Top Secret!,1984.0
3476,ESTP,Vicomte De Valmont,Dangerous Liaisons,1988.0
3477,ESTP,Jeff Freeman,Flight Of The Navigator,1986.0
3478,ESTP,Lo (Dark Cloud),"Crouching Tiger, Hidden Dragon",2000.0
3479,ESTP,Carl Loomis,Baby Mama,2008.0
3480,ESTP,Frank Berkman,The Squid And The Whale,
3481,ESTP,Zook,21 Jump Street,2012.0
3482,ESTP,Trent Ramsey,"The Way, Way Back",2013.0
3483,ESTP,Garrett Einbinder,Flipped,2010.0
3484,ESTP,Pips,Ferngully: The Last Rainforest,1992.0
3485,ESTP,Salty,Alpha And Omega,
3486,ESTP,Dex Dogtective,Foodfight!,
3487,ESTP,Saki,Terkel In Trouble,
3488,ESTP,Stewart,Terkel In Trouble,
3489,ESTP,Freddie Miles,The Talented Mr. Ripley,1999.0
3490,ESTP,"Virgil ""Bud"" Brigman",The Abyss,
3491,ESTP,Walter,Zathura,
3492,ESTP,"Marcus Copeland/""Tiffany Wilson""",White Chicks,2004.0
3493,ESTP,Chuck,Forgetting Sarah Marshall,
3494,ESTP,Richard,The Blue Lagoon,1980.0
3495,ESTP,Donald Rumsfeld,Vice,
3496,ESTP,Rick Otis,Set It Up,2018.0
3497,ESTP,Franco Franchetti,Italian Spiderman,
3498,ESTP,Hutch,The Ritual,
3499,ESTP,Connor,Happiest Season,2020.0
3500,ESTP,Felix,Twilight,
3501,ESTP,Jason Gray,Camp Rock,2008.0
3502,ESTP,Grand Santa,Arthur Christmas,
3503,ESTP,Baby Groot,Marvel Cinematic Universe,
3504,ESTP,Lewis Romero,Final Destination 3,2006.0
3505,ESTP,Jeff D. Sheldrake,The Apartment,1960.0
3506,ESTP,Avi,John Wick,
3507,ESTP,Berrada,John Wick,
3509,ESTP,Doyle Hargraves,Sling Blade,1996.0
3510,ESTP,Amy March,Little Women,1933.0
3511,ESTP,Nick Arnstein,Funny Girl,
3512,ESTP,Chuck Cranston,Footloose,1984.0
3513,ESTP,Sean,The Rules Of Attraction,2002.0
3514,ESTP,Frank Mccay,Monsters University,2013.0
3516,ESTP,Lightning,Big Trouble In Little China,1986.0
3518,ESTP,Major Grant,Die Hard,
3519,ESTP,Madison,"Crazy, Stupid, Love",2011.0
3520,ESTP,Dick James,Rocketman,2019.0
3521,ESTP,Rum Tum Tugger,Cats,2019.0
3522,ESTP,Dean Portman,Doom,2005.0
3523,ESTP,Cadet/Sgt. Chad Copeland,Police Academy,
3524,ESTP,Pete,The Shawshank Redemption,1994.0
3525,ESTP,Dean,"Lock, Stock And Two Smoking Barrels",1998.0
3526,ESTP,Jay,Mallrats,1995.0
3527,ESTP,Ned Grimes,The Shawshank Redemption,1994.0
3528,ESTP,Pvt. Rickles,Day Of The Dead,1985.0
3530,ESTP,Greg Stillson,The Dead Zone,1983.0
3531,ESTP,Pizza The Hutt,Spaceballs,1987.0
3532,ESTP,Little John,Robin Hood: Prince Of Thieves,1991.0
3533,ESTP,Suhas Tandon,3 Idiots,2009.0
3534,ESTP,"Jack ""Jackie Boy"" Rafferty",Sin City,2005.0
3535,ESTP,Rod Lane,A Nightmare On Elm Street,1984.0
3536,ESTP,Cornelius Wellesly / The Chairman,Ghostbusters,1984.0
3537,ESTP,Louis Booker,Kangaroo Jack,
3538,ESTP,Curly Bill,Tombstone,1993.0
3539,ESTP,Jake Mazursky,Alpha Dog,2006.0
3540,ESTP,April O'Neil ( Megan Fox 2016),Teenage Mutant Ninja Turtles,
3541,ESTP,Police Chief Aiello,Once Upon A Time In America,1984.0
3542,ESTP,Brax,The Accountant,2016.0
3543,ESTP,Cecil Adams,Saw,2004.0
3544,ESTP,Cliffjumper,Bumblebee,2018.0
3545,ESTP,Phil,The Other Woman,2014.0
3546,ESTP,Cammi'S Husband,Sideways,2004.0
3547,ESTP,"Miss Kitka ""Catwoman""",Batman,1966.0
3548,ESTP,"Kevin ""O-Dog"" Anderson",Menace Ii Society,1993.0
3549,ESTP,Yao,Mulan,2020.0
3550,ESTP,Brodie Bruce,Mallrats,1995.0
3551,ESTP,Burton Mercer,The Blues Brothers,1980.0
3552,ESTP,Tucker Mcelroy,The Blues Brothers,1980.0
3553,ESTP,"Willie ""Too Big"" Hall",The Blues Brothers,1980.0
3554,ESTP,Jonny Wu,Pain And Gain,2013.0
3555,ESTP,Dov,Death Proof,2007.0
3557,ESTP,Larry Quinn,The Cat In The Hat,2003.0
3558,ESTP,Martin Vanger,The Girl With The Dragon Tattoo,2011.0
3559,ESTP,Miss Silvani,Fantozzi,1975.0
3560,ESTP,Agent M. Kruger,Elysium,
3562,ESTP,Bo Sinclair,House Of Wax,2005.0
3563,ESTP,Ronald,Donnie Darko,2001.0
3564,ESTP,Simon Skinner (Hot Fuzz),The Cornetto Trilogy,
3566,ESTP,Alan Yates,Cannibal Holocaust,
3567,ESTP,Mondain,The Chorus,2004.0
3568,ESTP,Emil Antonowsky,Robocop,
3570,ESTP,"Tallisan ""Tallie"" Lintra",Star Wars,
3571,ESTP,Tricia,Stuck In Love,
3572,ESTP,Eugene Kittridge,Mission: Impossible,
3573,ESTP,Echo (Velociraptor),Jurassic Park / Jurassic World,
3574,ESTP,Robin De Noir,The Secret Of Moonacre,2008.0
3575,ESTP,Baiano,Tropa De Elite,
3577,ESTP,Tambora,Trolls World Tour,
3578,ESTP,Vida Bautista,The Darkest Minds,2018.0
3579,ESTP,Daffy Duck,Space Jam,1996.0
3580,ESTP,Nick,Big Time Adolescence,
3582,ESTP,Hashi,Kubo And The Two Strings,2016.0
3584,ESTP,Kelly Leak,The Bad News Bears,1976.0
3585,ESTP,Vasquez,The Magnificent Seven,2016.0
3586,ESTP,Hadley,Barbie: Princess Charm School,
3587,ESTP,Sled,Tinker Bell,2008.0
3589,ESTP,Trina Sinclair,Ginger Snaps,
3590,ESTP,Jason Mccardy,Ginger Snaps,
3591,ESTP,Winston Churchill,The King'S Speech,2010.0
3592,ESTP,"Maksymilian ""Max"" Paradys",Seksmisja,
3593,ESTP,Mr. Maccarthy,Me And Earl And The Dying Girl,2015.0
3594,ESTP,Peggy,Hubie Halloween,2020.0
3596,ESTP,Manny Karp,Blow Out,1981.0
3597,ESTP,Harry Powell,The Night Of The Hunter,1955.0
3598,ESTP,Abacuc,L'Armata Brancaleone,
3599,ESTP,Gale,Raising Arizona,1987.0
3600,ESTP,Julian Lambrick,Would You Rather,2012.0
3602,ESTP,Charlie (Symbiote),Men In Black,
3603,ESTP,Tanya Vanderpoel,Whiskey Tango Foxtrot,2016.0
3604,ESTP,Gawain,King Arthur,2004.0
3605,ESTP,Ricky,Donnie Darko,2001.0
3607,ESTP,Lt. Muldoon,Planet Terror,2007.0
3608,ESTP,Ernie Klump Sr.,The Nutty Professor,1996.0
3609,ESTP,Randy,Step Brothers,2008.0
3610,ESTP,Dustin Mason,We Are Your Friends,2015.0
3611,ESTP,Nick,Anna And The Apocalypse,
3612,ESTP,Rafe,Bad Boys,
3613,ESTP,Swifty,The Basketball Diaries,1995.0
3614,ESTP,The Us President,Love Actually,2003.0
3615,ESTP,Jonathan Barnavelt,The House With A Clock In Its Walls,2018.0
3616,ESTP,Roy Lee,October Sky,1999.0
3618,ESTP,Karmen,What'S Up With Love?,2002.0
3619,ESTP,Sonia Kincaid,The Hitman'S Bodyguard,2017.0
3620,ESTP,Dean Sampson,She’S All That,
3621,ESTP,Cody Underwood,Tropic Thunder,2008.0
3623,ESTP,Pauline Ivanovich “The Beast”,What We Do In The Shadows,2014.0
3624,ESTP,Melanie Daniels,The Birds,1963.0
3625,ESTP,Chris Hayden,Black Christmas,1974.0
3626,ESTP,Pvt. Tibbet,Overlord,
3628,ESTP,Matty,How Do You Know,
3629,ESTP,Ken Wheatley,Jurassic Park / Jurassic World,
3630,ESTP,Sam Lombardo,Wild Things,1998.0
3631,ESTP,Aj,American Pie,
3633,ESTP,Cactus Bill,Mute,2018.0
3634,ESTP,Mohawk,Gremlins 2: The New Batch,
3635,ESTP,Wat,A Knight'S Tale,2001.0
3636,ESTP,Bug,Uncle Buck,1989.0
3637,ESTP,Paco Moreno,Bad Boys,1983.0
3638,ESTP,Kay,Dredd,2012.0
3639,ESTP,Skippy,Kicking And Screaming,
3640,ESTP,Ron Johner,Alien,
3641,ESTP,Tito,Freedom Writers,2007.0
3642,ESTP,Grant Rice,Freedom Writers,2007.0
3643,ESTP,Rex,Napoleon Dynamite,2004.0
3644,ESTP,Drew Thayer,The Spy Who Dumped Me,2018.0
3645,ESTP,Viking Lofgren,Bad Boys,1983.0
3646,ESTP,The Thief,Bicycle Thieves,1948.0
3648,ESTP,Jack Scagnetti,Natural Born Killers,1994.0
3649,ESTP,Maurice,Possum,
3650,ESTP,John,Hush,
3651,ESTP,Barrel Of Monkeys,Toy Story,
3652,ESTP,Captain Hook,Peter Pan,2003.0
3653,ESTP,Divine / Babs Johnson,Pink Flamingos,1972.0
3655,ESTP,Tybalt,Gnomeo And Juliet,
3656,ESTP,Lindsay,The Human Centipede,
3657,ESTP,"Crystal Frost ""Killer Frost""",Dc Animated Movie Universe,
3658,ESTP,Teebo,Star Wars,
3659,ESTP,Tasu Leech,Star Wars,
3660,ESTP,Scotty Lundegaard,Fargo,1996.0
3661,ESTP,Spence Parks,Resident Evil,
3663,ESTP,John Jones,Foreign Correspondent,1940.0
3664,ESTP,"Vittorio Cataldi ""Accattone""",Accattone,1961.0
3665,ESTP,"Johnny ""The Jaw"" Worthington Iii",Monsters University,2013.0
3666,ESTP,Princ,Tři Oříšky Pro Popelku,1973.0
3667,ESTP,"Leo ""Craterface"" Balmudo",Grease,1978.0
3668,ESTP,Maho,Banker Bilo,
3670,ESTP,Henry Viii Of England.,The Other Boleyn Girl,
3671,ESTP,Alan,Booksmart,2019.0
3672,ESTP,Bror Blixen,Out Of Africa,1985.0
3673,ESTP,Benny The Cab,Who Framed Roger Rabbit,
3674,ESTP,Charlie Schumaker,The Mask,1994.0
3675,ESTP,John Riley,Sleepers,1996.0
3676,ESTP,Max Peltier,Strange Days,1995.0
3677,ESTP,Frank Slaughtery,25Th Hour,
3678,ESTP,Corporal Mitchell,28 Days Later,2002.0
3679,ESTP,Jeff,Cabin Fever,
3680,ESTP,Eric Knox,Charlie’S Angels,2000.0
3682,ESTP,Victor,The Rules Of Attraction,2002.0
3683,ESTP,Sol,Snatch.,2000.0
3684,ESTP,Charlie Prince,3:10 To Yuma,2007.0
3685,ESTP,Jason,Cloverfield,2008.0
3686,ESTP,Iorek Byrnison,The Golden Compass,2007.0
3687,ESTP,Steve,Munich,2005.0
3688,ESTP,Ramses,Nacho Libre,2006.0
3689,ESTP,Mrs. Cleary,Wedding Crashers,2005.0
3690,ESTP,Inspector John Acheson,The Tourist,2010.0
3691,ESTP,Liza,68 Kill,2017.0
3692,ESTP,John Miller,The Flowers Of War,2012.0
3693,ESTP,Randy,Silver Linings Playbook,2012.0
3694,ESTP,Malcolm Beech,Oblivion,
3695,ESTP,Diane Després,Mommy,2014.0
3696,ESTP,Ken Smith,Unfriended,2014.0
3697,ESTP,Max,Who Am I- No System Is Safe,
3698,ESTP,Corporal Weaver,Antz,1998.0
3702,ESTP,Aspro,Capernaum,2018.0
3703,ESTP,"Bård Guldvik ""Faust"" Eithun",Lords Of Chaos,2018.0
3704,ESTP,Sergeant Ruse,The Nightingale,
3705,ESTP,Jake Baker,Cheaper By The Dozen,
3707,ESTP,The Skull,The Last Unicorn,1982.0
3708,ESTP,Dig,Dorbees: Making Decisions,
3709,ESTP,Pugsley Addams,The Addams Family 2019,
3710,ESTP,Matthew Kragen,Last Holiday,
3711,ESTP,Pepper,Upside Down Magic,
3712,ESTP,Eric Wright (Eazy-E),Straight Outta Compton,2015.0
3713,ESTP,Luther,The Day After Tomorrow,2004.0
3714,ESTP,Johnny Cage,Mortal Kombat Legends: Scorpion'S Revenge,2020.0
3715,ESTP,Alice The Fox,The Adventures Of Buratino,
3716,ESTP,Kylie Morgan,Barbie In A Mermaid Tale,
3717,ESTP,Sgt. William Schumann,Wag The Dog,1997.0
3718,ESTP,"James P. ""Sulley"" Sullivan (Monsters University)",Monsters University,2013.0
3719,ESTP,Ben,He'S Just Not That Into You,
3720,ESTP,Nicole,What If,2013.0
3721,ESTP,Ricky Dillman,Aliens In The Attic,
3722,ESTP,Don Juan Diego,Jingle Jangle: A Christmas Journey,2020.0
3723,ESTP,Louis,The Little Mermaid,1989.0
3724,ESTP,Harmony Faith Lane,Kiss Kiss Bang Bang,
3725,ESTP,Christopher Fox,Stealing Beauty,1996.0
3729,ESTP,"John ""Bluto"" Blutarsky",Animal House,
3730,ESTP,"Eric ""Otter"" Stratton",Animal House,
3731,ESTP,"Donald ""Boon"" Schoenstein",Animal House,
3732,ESTP,"Hershel Dalton ""Heavy Duty""",G.I. Joe,
3733,ESTP,Yeo Kyung-Jin,Windstruck,2004.0
3734,ESTP,Adam,Being Charlie,
3735,ESTP,Jim,The Mist,2007.0
3736,ESTP,The Boys,The Red Balloon,1956.0
3737,ESTP,Nadja,The Hunt,
3738,ESTP,Marko,A Serbian Film,2010.0
3739,ESTP,Larry,The Perfect Score,2004.0
3740,ESTP,Rex Dasher,Playmobil: The Movie,2019.0
3741,ESTP,Louis Xv Of France,Marie Antoinette,2006.0
3742,ESTP,Paul Abel,Underwater,2020.0
3743,ESTP,Samira Amaral,Harry Potter,
3744,ESTP,Tony,An American Tail,1986.0
3745,ESTP,Buff,Suburbia,1996.0
3746,ESTP,Judge Faden,The Dark Knight Trilogy,
3747,ESTP,Mr. Hyde,Van Helsing,2004.0
3748,ESTP,.,Nacional-Incelismo,
3749,ESTP,Rumpleteazer,Cats,2019.0
3750,ESTP,Sandomir,Gigi,1958.0
3751,ESTP,Bridgette,Moms' Night Out,2014.0
3752,ESTP,Head Bull Haig,The Shawshank Redemption,1994.0
3753,ESTP,Aqua Walker,The Cheetah Girls,
3754,ESTP,Miguel 'Magic' Escobar,Southpaw,2015.0
3755,ESTP,Abdi,Kanlı Nigar,1981.0
3756,ESTP,Roy Stalin,Better Off Dead,1985.0
3757,ESTP,Fatma,Miracle In Cell No. 7,2019.0
3758,ESTP,Steward Stardust,Ternet Ninja,
3760,ESTP,Corey Woods,The Wizard,1989.0
3761,ESTP,Maria,Tulip Fever,2017.0
3762,ESTP,Zoe Wright,Nappily Ever After,2018.0
3763,ESTP,Mike Dexter,Can'T Hardly Wait,1998.0
3764,ESTP,Johnny Prince,Scarlet Street,1945.0
3765,ESTP,Uncle Claude Elsinore,Strange Brew,1983.0
3766,ESTP,Frank King,Trumbo,
3767,ESTP,Tommy Miller,The Butterfly Effect,2004.0
3768,ESTP,Louka,Kolya,1996.0
3769,ESTP,Patryk Gałecki,Fanatyk,2017.0
3770,ESTP,Zook,Gnome Alone,2017.0
3771,ESTP,Hercules/ Prince Alcides ( Kellan Lutz),The Legend Of Hercules,
3772,ESTP,The Jack-In-The-Box,Fantasia 2000,1999.0
3773,ESTP,Evan Lewis,Final Destination 2,2003.0
3774,ESTP,Pedrão,Central Station,1998.0
3775,ESTP,Groggy,The Dollars Trilogy,
3776,ESTP,William,The Four Feathers,2002.0
3777,ESTP,Lumpy,King Kong,2005.0
3778,ESTP,Vince,Maze Runner,
3779,ESTP,Prince,Love On A Leash,
3780,ESTP,Art Ridzik,Red Heat,1988.0
3781,ESTP,Lou Chambers,A Simple Plan,1998.0
3782,ESTP,"Beverly ""Bev"" Van Ravensway",A Cinderella Story: Once Upon A Song,2011.0
3783,ESTP,Francisco “Pancho” Garcia,Stand And Deliver,1988.0
3784,ESTP,Greg,E.T. The Extra-Terrestrial,1982.0
3785,ESTP,Bud Valentine,Boys,1996.0
3786,ESTP,John Rahway,Takers,
3787,ESTP,John Diaz,The Grey,2011.0
3788,ESTP,Tsoi,The Fast And The Furious,
3789,ESTP,Buckshot Roberts,Young Guns,
3790,ESTP,Tamao Serizawa,Crows Zero,2007.0
3791,ESTP,"Captain William ""Buck"" Rogers",Buck Rogers In The 25Th Century,1979.0
3792,ESTP,Vikram,Mohabbatein,2000.0
3793,ESTP,Mike Baker,Sixteen Candles,1984.0
3794,ESTP,Mickey Deans,Judy,2019.0
3795,ESTP,Tango,American Gangster,2007.0
3796,ESTP,Howard,The Treasure Of The Sierra Madre,1948.0
3797,ESTP,Lady Susan Vernon,Love & Friendship,2016.0
3798,ESTP,Dodge Landon,Rise Of The Planet Of Apes,
3799,ESTP,Sam Beauregard,Willy Wonka And The Chocolate Factory,1971.0
3800,ESTP,Regina,Beethoven,
3801,ESTP,Ninja,Chappie,2015.0
3802,ESTP,Wilbur Wright,Around The World In 80 Days,2004.0
3803,ESTP,Andy Cartwright (Hot Fuzz),The Cornetto Trilogy,
3804,ESTP,Juan,The Babysitter,
3805,ESTP,Marcus,The Last Song,2010.0
3806,ESTP,Esin,Korkusuz Korkak,1979.0
3808,ESTP,Jared Cohen,Margin Call,
3809,ESTP,Joe,Another Year,2010.0
3810,ESTP,Bob Detorre,Osmosis Jones,2001.0
3811,ESTP,Captain Freedom,The Running Man,1987.0
3812,ESTP,Sean Tuohy,The Blind Side,
3813,ESTP,L.G. Murphy,Young Guns,
3814,ESTP,Ashley Bartlett Bacon,While You Were Sleeping,1995.0
3815,ESTP,"Robert ""Bob"" Green",The Edge,1997.0
3816,ESTP,Danielle,American Pie,
3817,ESTP,Tommy Devito,Jersey Boys,
3818,ESTP,Sara,We Are Your Friends,2015.0
3819,ESTP,Otis,Henry: Portrait Of A Serial Killer,
3820,ESTP,Art,Project Power,2020.0
3821,ESTP,Champ,Kingsman,
3822,ESTP,Doughboy,Boyz N The Hood,1991.0
3823,ESTP,Uncle Geoffrey,Bridget Jones'S Diary,
3824,ESTP,"Carl ""Bear""",Middle School: The Worst Years Of My Life,
3825,ESTP,Elektra Natchios,Daredevil,2003.0
3826,ESTP,Cupcake,Rise Of The Guardians,2012.0
3827,ESTP,General Fallon Bighead,Jack The Giant Slayer,
3828,ESTP,Skaz,Batman: Mask Of The Phantasm,
3829,ESTP,Buzz Bronski,Batman: Mask Of The Phantasm,
3830,ESTP,Dave & Dougan,Batman: Mask Of The Phantasm,
3831,ESTP,Freddy Lounds,Red Dragon,2002.0
3832,ESTP,Nirach,The Maid,
3833,ESTP,Pete O'Malley,Adventureland,2009.0
3834,ESTP,John Yerkes Iselin,The Manchurian Candidate,1962.0
3835,ESTP,Jeff Bebe,Almost Famous,2000.0
3836,ESTP,Steph Jones,After,
3837,ESTP,Cat Pegrum,Loving Annabelle,
3838,ESTP,Brown Cesario,Camp Rock,2008.0
3839,ESTP,African American Man,Circle,2015.0
3840,ESTP,Albert Crundall,Picnic At Hanging Rock,1975.0
3841,ESTP,Ruby,Monster-In-Law,2005.0
3842,ESTP,Mad Dog,Warrior,2011.0
3843,ESTP,Tripp,Failure To Launch,
3844,ESTP,"Billy L. ""Badass"" Buddusky",The Last Detail,1973.0
3845,ESTP,Zaragoza,The Road To El Dorado,2000.0
3846,ESTP,Dough Boy,Taxi Driver,1976.0
3847,ESTP,Gavin,Bad Girls From Valley High,2005.0
3848,ESTP,Dave Ming Chang,Meet Dave,2008.0
3849,ESTP,Buddy Love,The Nutty Professor,1963.0
3850,ESTP,Dana Mathis,Black Christmas,2006.0
3851,ESTP,Clint (Salt Water Redneck),The Peanut Butter Falcon,
3852,ESTP,Colin,The Ugly Truth,2009.0
3853,ESTP,Caroline Mulford,Sixteen Candles,1984.0
3854,ESTP,Dina,Carandiru,2003.0
3855,ESTP,Volpina,Amarcord,1973.0
3856,ESTP,L.B. Mammoth,Cats Don'T Dance,1997.0
3857,ESTP,Tj,The Wedding Date,2004.0
3858,ESTP,Thunderbolt ( 101 Dalmatians Ii: Patch'S London Adventure 2003),One Hundred And One Dalmatians,1961.0
3859,ESTP,Muhtar,Bir Zamanlar Anadolu'Da,2011.0
3860,ESTP,Hector The Toad,Scarface,1983.0
3861,ESTP,Gannon 'Destroyer' Roark,Doom,2005.0
3862,ESTP,George Washington Duke,Rocky,
3863,ESTP,Gurney Halleck,Dune,1984.0
3864,ESTP,John 'Jack' Mcclane Jr.,Die Hard,
3865,ESTP,Glen,Raising Arizona,1987.0
3866,ESTP,Mme Bromwyn,The Huntsman: Winter'S War,
3867,ESTP,Elias Voorhees,Friday The 13Th,1980.0
3868,ESTP,D.K Malhotra,Masoom,
3869,ESTP,Cecco,Fantozzi,1975.0
3870,ESTP,Joe Simmons,Madea,
3871,ESTP,Jack Hyde,Fifty Shades Of Grey,
3872,ESTP,Gavin,A Nasty Piece Of Work,2019.0
3873,ESTP,John Brooder,Bone Tomahawk,2015.0
3874,ESTP,Cynthia Bishop,"Sex, Lies, And Videotape",
3875,ESTP,Miles Logan,Blue Streak,1999.0
3876,ESTP,Wario,The Blue Shell Incident,2019.0
3877,ESTP,Brock Pearson,Monsters University,2013.0
3878,ESTP,Frank,Ip Man,
3879,ESTP,Private Wilson,Tigerland,2000.0
3880,ESTP,Governor William J. Le Petomane,Blazing Saddles,
3881,ESTP,Jack Carter,Get Carter,1971.0
3882,ESTP,Jack Hayes,Highway,2002.0
3883,ESTP,Alba,Mine Vaganti,
3884,ESTP,"Jan Axel ""Hellhammer"" Blomberg",Lords Of Chaos,2018.0
3885,ESTP,Duck,The Blue Shell Incident,2019.0
3886,ESTP,Seppo,Da 5 Bloods,2020.0
3887,ESTP,Go Doo-Shik,My Annoying Brother,2016.0
3888,ESTP,Gökhan,Sıfır Bir,
3889,ESTP,İdris Karasu,Ahlat Ağacı,
3890,ESTP,Johnny,Capone,2020.0
3891,ESTP,Randy Merrick,Danika,
3892,ESTP,Rod,Breaking Away,1979.0
3893,ESTP,Fausto Moretti,I Vitelloni,1953.0
3894,ESTP,Jimmy,Midnight Express,1978.0
3895,ESTP,Action,West Side Story,1961.0
3896,ESTP,Lynda Van Der Klok,Halloween,
3897,ESTP,Matt Wilson,Encino Man,1992.0
3898,ESTP,Rosie Little,Never Cry Wolf,
3899,ESTP,"George Harkness ""Captain Boomerang""",Dc Animated Movie Universe,
