,movie_name,release_date,score,genre,budget,revenue,country,release_year,continent,ENFJ,ENFP,ENTJ,ENTP,ESFJ,ESFP,ESTJ,ESTP,INFJ,INFP,INTJ,INTP,ISFJ,ISFP,ISTJ,ISTP
2549,Point Break,1992-01-01,71.0,"Action, Thriller, Crime",24000000.0,83531958.0,Australia,1992.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2552,Epic,2013-06-13,65.0,"Animation, Adventure, Family, Fantasy",100000000.0,262794441.0,Australia,2013.0,Oceania,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2557,Highlander,1986-07-17,69.0,"Adventure, Action, Fantasy",16000000.0,12900000.0,Australia,1986.0,Oceania,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2559,The Irishman,2019-11-06,76.0,"Crime, Drama, History",159000000.0,914706.0,Australia,2019.0,Oceania,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2562,The Accountant,2016-12-16,71.0,"Crime, Thriller, Drama",40000000.0,152962083.0,Australia,2016.0,Oceania,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2563,"Me, Myself & Irene",2000-06-22,66.0,Comedy,51000000.0,149270999.0,Australia,2000.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2565,The Huntsman: Winter'S War,2016-04-07,63.0,"Action, Adventure, Drama",115000000.0,164989338.0,Australia,2016.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2566,Marriage Story,2019-11-06,78.0,Drama,18000000.0,321463.0,Australia,2019.0,Oceania,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2567,17 Again,2009-03-11,63.0,Comedy,40000000.0,139474906.0,Australia,2009.0,Oceania,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2568,Carrie,2002-11-04,61.0,"Drama, Horror, Tv Movie",30000000.0,82409520.0,United States of America,2002.0,North America,0.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
2569,Carrie,2002-11-04,61.0,"Drama, Horror, Tv Movie",1800000.0,25886736.0,United States of America,2002.0,North America,0.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
2570,Ghost In The Shell,1995-09-23,79.0,"Action, Animation, Science Fiction",110000000.0,167910690.0,Australia,1995.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2571,Chungking Express,1995-12-26,80.0,"Drama, Comedy, Romance",160000.0,59502343.4,Australia,1995.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2572,Charlie'S Angels,2019-11-14,65.0,"Action, Adventure, Comedy",90000000.0,259736090.0,Australia,2019.0,Oceania,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2573,The Great Gatsby,2013-05-30,74.0,"Drama, Romance",190000000.0,353640419.0,Australia,2013.0,Oceania,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2574,The Great Gatsby,2013-05-30,74.0,"Drama, Romance",7000000.0,26533200.0,Australia,2013.0,Oceania,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2575,A Beautiful Mind,2001-12-11,79.0,"Drama, Romance",78000000.0,317668058.0,Australia,2001.0,Oceania,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2580,Triple Frontier,2019-03-06,63.0,"Action, Thriller, Crime, Adventure",115000000.0,0.0,United States of America,2019.0,North America,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2581,Moana,2016-12-26,76.0,"Adventure, Comedy, Family, Animation",150000000.0,630626714.0,Australia,2016.0,Oceania,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2582,Beetlejuice,1988-09-08,74.0,"Fantasy, Comedy",15000000.0,74456687.0,Australia,1988.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
2587,Underwater,2020-01-23,63.0,"Horror, Science Fiction, Action, Adventure",65000000.0,39177495.0,Australia,2020.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2590,After Earth,2013-06-05,52.0,"Science Fiction, Action, Adventure",130000000.0,251499665.0,Australia,2013.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2591,The Hitman'S Bodyguard,2017-08-31,69.0,"Action, Comedy",30000000.0,176586701.0,Australia,2017.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2592,Con Air,1997-07-17,67.0,"Action, Thriller, Crime",80000000.0,224117573.0,Australia,1997.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2595,Teenage Mutant Ninja Turtles,1990-08-02,66.0,"Science Fiction, Action, Adventure, Comedy, Family",125000000.0,485004754.0,Australia,1990.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
2596,Teenage Mutant Ninja Turtles,1990-08-02,66.0,"Science Fiction, Action, Adventure, Comedy, Family",13500000.0,202000000.0,Australia,1990.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
2598,Point Break,2016-01-01,59.0,"Action, Adventure, Crime, Thriller",100000000.0,126704591.0,Australia,2016.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2599,Point Break,2016-01-01,59.0,"Action, Adventure, Crime, Thriller",24000000.0,83531958.0,Australia,2016.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2606,The Others,2001-11-08,76.0,"Horror, Mystery, Thriller",17000000.0,207765056.0,Australia,2001.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2613,21 Jump Street,2012-03-14,69.0,"Action, Comedy, Crime",42000000.0,202812429.0,Australia,2012.0,Oceania,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2621,Yes Man,2009-01-01,67.0,"Comedy, Romance",50000000.0,225990976.0,Australia,2009.0,Oceania,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2623,Mamma Mia!,2008-07-10,70.0,"Comedy, Romance",52000000.0,590493991.0,Australia,2008.0,Oceania,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2624,Ghost,1990-10-25,72.0,"Fantasy, Drama, Thriller, Mystery, Romance",22000000.0,517599988.0,Australia,1990.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2631,Dunkirk,2017-07-20,75.0,"War, Action, Drama",150000000.0,512390011.0,Australia,2017.0,Oceania,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2642,The Founder,2016-11-24,71.0,"Drama, History",15000000.0,24403192.0,Australia,2016.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2645,The Social Network,2010-10-28,73.0,Drama,40000000.0,224922135.0,Australia,2010.0,Oceania,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2646,Game Night,2018-10-05,68.0,"Mystery, Comedy, Crime",37000000.0,117378084.0,Australia,2018.0,Oceania,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2655,Pretty Woman,1990-05-03,74.0,"Comedy, Romance",14000000.0,432566361.0,Australia,1990.0,Oceania,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2657,The Day After Tomorrow,2004-05-27,65.0,"Action, Adventure, Science Fiction, Thriller",125000000.0,555840117.0,Australia,2004.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2659,The Nutcracker And The Four Realms,2018-11-22,61.0,"Fantasy, Adventure, Family",132900000.0,170024300.0,Australia,2018.0,Oceania,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2661,Wonder,2017-11-30,82.0,"Drama, Family",20000000.0,310824596.0,Australia,2017.0,Oceania,3.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
2663,Wanted,2008-07-31,65.0,"Action, Thriller, Crime",75000000.0,342416460.0,Australia,2008.0,Oceania,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2669,Friday The 13Th,2009-02-13,57.0,Horror,17000000.0,92670237.0,United States of America,2009.0,North America,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0
2670,Friday The 13Th,2009-02-13,57.0,Horror,550000.0,59754601.0,United States of America,2009.0,North America,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0
2671,Pride And Prejudice And Zombies,2016-02-25,62.0,"Romance, Horror, Comedy, Thriller",28000000.0,16638300.0,Australia,2016.0,Oceania,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2674,The Ant Bully,2006-09-28,57.0,"Fantasy, Adventure, Animation, Comedy, Family",45000000.0,49610898.0,Australia,2006.0,Oceania,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2675,Anna,2019-09-05,67.0,"Thriller, Action",30000000.0,32825217.0,Australia,2019.0,Oceania,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2676,Anna,2019-09-05,67.0,"Thriller, Action",4357373.0,1200000.0,Australia,2019.0,Oceania,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2677,The Man From Nowhere,2011-05-06,77.0,"Action, Thriller, Crime",1255000.0,43059790.0,Australia,2011.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2684,Spies In Disguise,2020-01-01,77.0,"Animation, Action, Adventure, Comedy, Family",100000000.0,165124093.0,Australia,2020.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2688,Fantastic Four,2005-07-07,58.0,"Action, Adventure, Fantasy, Science Fiction",87500000.0,333132750.0,Australia,2005.0,Oceania,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2690,Tomb Raider,2018-03-05,64.0,"Action, Adventure, Fantasy",90000000.0,273477501.0,Australia,2018.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2691,Sky High,2020-12-18,61.0,"Action, Drama, Thriller",35000000.0,83109359.0,Spain,2020.0,Europe,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0
2692,One Day,2011-08-24,74.0,"Drama, Romance",15000000.0,59168692.0,Australia,2011.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2699,Hellboy,2004-08-19,67.0,"Fantasy, Action",60000000.0,99823958.0,Australia,2004.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
2700,Hellboy,2004-08-19,67.0,"Fantasy, Action",50000000.0,53956480.0,Australia,2004.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
2702,Event Horizon,1997-10-09,65.0,"Horror, Science Fiction, Mystery",60000000.0,26673954.0,Australia,1997.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
2703,Mad Max,1979-04-12,67.0,"Adventure, Action, Thriller, Science Fiction",200000.0,99750000.0,Australia,1979.0,Oceania,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2706,Widows,2019-01-29,65.0,"Crime, Thriller",40000000.0,75984700.0,Australia,2019.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2708,Escape From Alcatraz,1979-12-06,75.0,"Drama, Thriller",8000000.0,43000000.0,Australia,1979.0,Oceania,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2717,Countdown,2019-11-21,63.0,"Horror, Thriller",6500000.0,42176201.0,Australia,2019.0,Oceania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2721,Mr. Peabody & Sherman,2014-03-27,67.0,"Animation, Adventure, Family",145000000.0,269806430.0,Australia,2014.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2724,Passengers,2016-12-29,69.0,"Drama, Romance, Science Fiction",110000000.0,302239672.0,Australia,2016.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2727,Ella Enchanted,2020-12-16,64.0,"Family, Fantasy, Comedy",35000000.0,24200318.0,Australia,2020.0,Oceania,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
2728,The Terminal,2004-06-17,73.0,"Comedy, Drama",75000000.0,218673959.0,Australia,2004.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2729,The Karate Kid,1984-09-27,72.0,"Action, Family, Drama",40000000.0,351774938.0,Australia,1984.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2730,The Karate Kid,1984-09-27,72.0,"Action, Family, Drama",8000000.0,90857623.0,Australia,1984.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2731,Mary Poppins,1965-08-23,76.0,"Comedy, Family, Fantasy",6000000.0,102296470.0,Australia,1965.0,Oceania,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2733,The Outsiders,1983-12-15,73.0,"Crime, Drama",10000000.0,25707698.0,Australia,1983.0,Oceania,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2741,Coming To America,1988-08-25,69.0,"Comedy, Romance",39000000.0,288752301.0,Australia,1988.0,Oceania,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2748,V For Vendetta,2006-03-30,79.0,"Action, Thriller, Science Fiction",50000000.0,130214162.0,Australia,2006.0,Oceania,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2752,Double Impact,1991-10-23,61.0,"Thriller, Action, Crime, Drama",16000000.0,29090445.0,Australia,1991.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2753,The Greatest Showman,2017-12-26,79.0,Drama,84000000.0,430782826.0,Australia,2017.0,Oceania,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2754,The Fly,1987-02-13,74.0,"Horror, Science Fiction",15000000.0,60629159.0,United Kingdom,1987.0,Europe,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2759,Freaky Friday,2003-09-18,64.0,"Comedy, Family, Fantasy",26000000.0,160822438.0,Australia,2003.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2762,Atomic Blonde,2017-08-03,64.0,"Action, Thriller",30000000.0,98345423.0,Australia,2017.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2771,Idiocracy,2007-01-03,63.0,"Comedy, Science Fiction, Adventure",2400000.0,500296.0,Australia,2007.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2772,Basic Instinct,1992-05-14,69.0,"Thriller, Mystery",49000000.0,352927224.0,Australia,1992.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2776,Level 16,2019-03-15,68.0,"Science Fiction, Thriller",53740900.0,15575.0,Canada,2019.0,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2777,Pinocchio,2020-09-29,66.0,"Drama, Family, Fantasy",45000000.0,31681811.0,Australia,2020.0,Oceania,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
2778,Pinocchio,2020-09-29,66.0,"Drama, Family, Fantasy",13200000.0,30360375.0,Australia,2020.0,Oceania,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
2779,Pinocchio,2020-09-29,66.0,"Drama, Family, Fantasy",2289247.0,84300000.0,Australia,2020.0,Oceania,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
2783,Space Jam,1996-12-12,68.0,"Family, Animation, Comedy, Science Fiction",80000000.0,250180384.0,Australia,1996.0,Oceania,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2788,Donnie Darko,2002-10-16,78.0,"Fantasy, Drama, Mystery",4500000.0,7510154.0,Australia,2002.0,Oceania,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0
2789,Mother!,2017-10-12,70.0,"Drama, Horror, Mystery",30000000.0,44516999.0,Australia,2017.0,Oceania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2796,Demolition Man,1993-12-02,67.0,"Crime, Action, Science Fiction",57000000.0,58055768.0,Australia,1993.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2802,The Thing,2011-10-13,62.0,"Horror, Science Fiction, Mystery, Thriller",38000000.0,27573078.0,Australia,2011.0,Oceania,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0
2803,Jason Bourne,2016-07-28,63.0,"Action, Thriller, Mystery",120000000.0,416168316.0,Australia,2016.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0
2804,The Hateful Eight,2016-01-08,77.0,"Drama, Mystery, Western",62000000.0,151813358.0,Australia,2016.0,Oceania,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2808,The Shape Of Water,2017-12-15,72.0,"Drama, Fantasy, Romance",19500000.0,195790794.0,Australia,2017.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2810,A Nightmare On Elm Street,2010-05-20,55.0,"Horror, Mystery, Thriller",35000000.0,117729618.0,Australia,2010.0,Oceania,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2811,A Nightmare On Elm Street,2010-05-20,55.0,"Horror, Mystery, Thriller",1800000.0,25542906.0,Australia,2010.0,Oceania,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2812,Ace Ventura: Pet Detective,1994-04-28,65.0,"Comedy, Adventure",12000000.0,107217396.0,Australia,1994.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2813,Enemy At The Gates,2001-07-26,74.0,"Drama, War, History",85000000.0,96971293.0,Australia,2001.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2816,The League Of Extraordinary Gentlemen,2003-10-02,60.0,"Fantasy, Action, Thriller, Science Fiction",78000000.0,179265204.0,Australia,2003.0,Oceania,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2817,The Hunt,2020-04-09,67.0,"Action, Thriller, Horror",18200000.0,12400979.0,Australia,2020.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0
2836,50 First Dates,2004-03-25,68.0,"Comedy, Romance",75000000.0,196320329.0,Australia,2004.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2838,Endless Love,1981-07-17,57.0,"Romance, Drama",20000000.0,34718173.0,United States of America,1981.0,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2846,Logan Lucky,2017-08-17,67.0,"Comedy, Crime, Action, Drama",29000000.0,49046121.0,Australia,2017.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2851,Frankenweenie,2012-10-25,69.0,"Animation, Comedy, Family",39000000.0,81150788.0,Australia,2012.0,Oceania,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0
2852,2 Guns,2013-10-24,65.0,"Action, Comedy, Crime",61000000.0,132493015.0,Australia,2013.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2856,"I, Tonya",2018-01-25,75.0,Drama,11000000.0,53797409.0,Australia,2018.0,Oceania,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2858,Scarface,1932-04-09,75.0,"Action, Crime, Drama, Thriller",25000000.0,44942821.0,United States of America,1932.0,North America,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0
2861,A Cinderella Story,2010-03-31,65.0,"Comedy, Family, Romance",19000000.0,70112484.0,Australia,2010.0,Oceania,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2862,Bloodsport,1988-04-29,70.0,"Action, Drama",1500000.0,11806119.0,Australia,1988.0,Oceania,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2863,American Beauty,2000-01-26,80.0,Drama,15000000.0,356258047.0,Australia,2000.0,Oceania,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2864,Reservoir Dogs,1993-07-30,81.0,"Crime, Thriller",1200000.0,2990680.0,Australia,1993.0,Oceania,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0
2865,The Invisible Man,2020-02-27,71.0,"Thriller, Science Fiction, Horror",7000000.0,139011965.0,Australia,2020.0,Oceania,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2869,A Knight'S Tale,2001-08-23,69.0,"Adventure, Drama, Romance, Action",65000000.0,117487473.0,Australia,2001.0,Oceania,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2870,Dora And The Lost City Of Gold,2019-09-19,67.0,"Adventure, Comedy, Family, Fantasy",49000000.0,120592276.0,Australia,2019.0,Oceania,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
