,movie_name,release_date,score,genre,budget,revenue,country,release_year,continent,ENFJ,ENFP,ENTJ,ENTP,ESFJ,ESFP,ESTJ,ESTP,INFJ,INFP,INTJ,INTP,ISFJ,ISFP,ISTJ,ISTP
7501,The Love Witch,2016-11-11,64.0,"Fantasy, Romance, Horror, Comedy",37445000.0,228894.0,United States of America,2016.0,North America,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7503,Stuber,2019-07-11,67.0,"Action, Comedy",16000000.0,29634023.0,Australia,2019.0,Oceania,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
7510,M,1931-05-11,81.0,"Drama, Action, Thriller, Crime",100060000.0,491362200.8,Germany,1931.0,Europe,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7511,Nim'S Island,2008-04-03,59.0,"Adventure, Comedy, Family, Fantasy",37000000.0,101857425.0,Australia,2008.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7515,Serial Mom,1994-04-13,68.0,"Comedy, Crime, Thriller",13000000.0,7881335.0,United States of America,1994.0,North America,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7526,Dog Day Afternoon,1975-12-18,78.0,"Crime, Drama, Thriller",1800000.0,46665856.0,Australia,1975.0,Oceania,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7531,Appointment With Death,1988-04-15,61.0,"Thriller, Crime, Mystery, Drama",7000000.0,960040.0,United States of America,1988.0,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7533,The Wedding Planner,2001-03-29,59.0,"Comedy, Romance",28000000.0,94728529.0,Australia,2001.0,Oceania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7536,Annie Hall,1977-04-20,78.0,"Comedy, Drama, Romance",4000000.0,38252270.0,United States of America,1977.0,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7540,Sleeping With The Enemy,1991-03-28,65.0,"Drama, Crime, Thriller",19000000.0,174999005.0,Australia,1991.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7556,The Gold Rush,1976-10-01,80.0,"Adventure, Comedy, Drama",923000.0,4000000.0,Australia,1976.0,Oceania,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7567,Dangerous Liaisons,1989-03-10,72.0,"Drama, Romance",24200000.0,10447579.0,United Kingdom,1989.0,Europe,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7568,Dangerous Liaisons,1989-03-10,72.0,"Drama, Romance",14000000.0,34700000.0,United Kingdom,1989.0,Europe,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7572,The Time Machine,1960-08-17,74.0,"Thriller, Adventure, Fantasy, Science Fiction, Romance",80000000.0,98983590.0,Australia,1960.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
7573,Stay,2005-11-03,66.0,"Mystery, Thriller, Drama",50000000.0,8342132.0,Australia,2005.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7580,Swiss Army Man,2016-07-14,69.0,"Comedy, Drama, Romance, Fantasy, Adventure",3000000.0,5837111.0,Australia,2016.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7585,What We Do In The Shadows,2014-09-04,76.0,"Comedy, Horror",1600000.0,6263224.0,Australia,2014.0,Oceania,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
7592,Short Cuts,1993-10-01,72.0,"Comedy, Drama",23550192.0,6110979.0,United States of America,1993.0,North America,0.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0
7611,Tinker Tailor Soldier Spy,2012-01-19,66.0,"Drama, Thriller, Mystery",21000000.0,81428388.0,Australia,2012.0,Oceania,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
7612,Thoroughbreds,2018-07-11,64.0,"Drama, Thriller",5000000.0,3474221.0,Australia,2018.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7614,The Hills Have Eyes,1977-07-22,62.0,"Horror, Thriller",17000000.0,70355813.0,United States of America,1977.0,North America,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7615,The House That Jack Built,2019-03-07,72.0,"Drama, Horror, Crime, Thriller",9800000.0,5566776.0,Australia,2019.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7622,Seeking A Friend For The End Of The World,2012-08-23,66.0,"Comedy, Drama, Romance, Adventure",10000000.0,11766959.0,Australia,2012.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7627,The Runaways,2010-07-15,65.0,"Music, Drama, History",9500000.0,5278632.0,Australia,2010.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7629,I Origins,2014-09-15,76.0,"Science Fiction, Drama",1000000.0,852399.0,Australia,2014.0,Oceania,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7640,Awake,2007-11-30,65.0,"Thriller, Crime, Mystery",8600000.0,32968648.0,United States of America,2007.0,North America,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7642,Sunshine,2007-04-12,70.0,"Science Fiction, Thriller",40000000.0,32030610.0,Australia,2007.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
7653,The Perfection,2018-09-20,65.0,"Horror, Thriller, Drama",112360000.0,465264845.8,United States of America,2018.0,North America,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7657,Shaft,1971-06-25,65.0,"Action, Crime, Thriller",53012938.0,107190108.0,United States of America,1971.0,North America,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7658,Shaft,1971-06-25,65.0,"Action, Crime, Thriller",30000000.0,21360215.0,United States of America,1971.0,North America,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7660,I'M Thinking Of Ending Things,2020-09-04,66.0,"Drama, Fantasy, Mystery, Thriller",110000000.0,333736596.6,Australia,2020.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7684,Feel The Beat,2020-06-19,77.0,"Comedy, Music, Drama",73400000.0,1079234048.0,Australia,2020.0,Oceania,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7688,Galaxy Quest,2000-03-10,71.0,"Comedy, Science Fiction, Adventure",45000000.0,90523726.0,Australia,2000.0,Oceania,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
7690,Inspector Gadget,1999-07-23,44.0,"Action, Adventure, Comedy, Family",75000000.0,97387965.0,United States of America,1999.0,North America,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7696,Straw Dogs,1972-01-30,71.0,"Crime, Drama, Thriller",25000000.0,11253821.0,United Kingdom,1972.0,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7698,Liz And The Blue Bird,2018-04-21,72.0,"Animation, Drama, Music",99800000.0,553635502.2,Japan,2018.0,Asia,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7700,The Big Sleep,1946-08-23,77.0,"Crime, Mystery, Thriller",1600000.0,4900000.0,United States of America,1946.0,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7704,Dirty Dancing,2017-05-24,55.0,"Drama, Romance",6000000.0,9816585.2,United States of America,2017.0,North America,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7705,Brazil,1985-09-12,77.0,"Comedy, Science Fiction",15000000.0,9934484.0,Australia,1985.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7711,Be With You,2018-03-14,83.0,"Romance, Drama, Fantasy",961023.8,18588844.0,South Korea,2018.0,Asia,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7726,The Incredible Burt Wonderstone,2013-03-14,56.0,Comedy,32000000.0,27392609.0,Australia,2013.0,Oceania,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7736,Dogville,2004-02-13,78.0,"Crime, Drama, Thriller",10000000.0,16680836.0,United Kingdom,2004.0,Europe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7737,Cutthroat Island,1995-12-26,58.0,"Action, Adventure",92000000.0,18517322.0,Australia,1995.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7740,Eraserhead,1980-01-01,74.0,"Fantasy, Horror",100000.0,7097971.0,Australia,1980.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
7759,Shoplifters,2018-12-15,79.0,"Drama, Family",102460000.0,1010286272.6,Australia,2018.0,Oceania,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7763,The Trial Of The Chicago 7,2020-10-16,77.0,"Drama, History",35000000.0,116473.0,Australia,2020.0,Oceania,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0
7767,It'S Only The End Of The World,2016-06-11,72.0,Drama,10000000.0,64412531.8,Australia,2016.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
7768,Secret Admirer,1985-06-14,70.0,"Comedy, Romance",40789400.0,8622757.0,United States of America,1985.0,North America,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
7773,The Nutty Professor,1996-09-19,56.0,"Fantasy, Comedy, Romance, Science Fiction",55000000.0,273814019.0,Australia,1996.0,Oceania,0.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
7775,Far And Away,1992-05-22,67.0,"Adventure, Drama, Romance, Western",60000000.0,137783840.0,United States of America,1992.0,North America,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
7777,The Natural,1984-09-20,69.0,Drama,28000000.0,47951979.0,Australia,1984.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
7794,Dirty Dancing: Havana Nights,2004-05-13,64.0,"Drama, Romance",25000000.0,27685016.0,Australia,2004.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7797,Anthropoid,2016-10-26,71.0,"History, Thriller, War",38274800.0,4600000.0,Australia,2016.0,Oceania,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
7807,True Grit,2011-01-26,73.0,"Drama, Adventure, Western",35000000.0,252276928.0,Australia,2011.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7811,The Dressmaker,2015-10-29,70.0,"Drama, Comedy",11900000.0,24374909.0,Australia,2015.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7813,Never Been Kissed,1999-07-01,62.0,"Romance, Comedy, Drama",25000000.0,84565230.0,Australia,1999.0,Oceania,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7820,Brooklyn,2015-10-20,73.0,"Romance, Drama",11000000.0,62076141.0,Australia,2015.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7821,The Secret Life Of Bees,2009-03-05,75.0,"Family, Adventure, Drama",11000000.0,39994347.0,Australia,2009.0,Oceania,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7826,Vicky Cristina Barcelona,2008-08-15,68.0,"Drama, Romance",16000000.0,104504817.0,United States of America,2008.0,North America,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7829,"I Love You, Man",2009-06-04,65.0,"Comedy, Romance",40000000.0,92302502.0,Australia,2009.0,Oceania,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
7846,Mississippi Burning,1988-12-08,77.0,"Drama, Thriller, Crime, History, Mystery",15000000.0,34604000.0,United States of America,1988.0,North America,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
7847,Apostle,2018-10-12,61.0,"Horror, Mystery, Thriller, Drama",109600000.0,509088123.0,Australia,2018.0,Oceania,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
7849,Sorry To Bother You,2018-10-29,68.0,"Fantasy, Science Fiction, Comedy",3200000.0,18285560.0,Australia,2018.0,Oceania,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7856,Street Fighter: The Legend Of Chun-Li,2009-02-27,44.0,"Action, Adventure, Science Fiction, Thriller",50000000.0,12660287.0,United States of America,2009.0,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7866,Chocolat,2001-02-14,70.0,"Comedy, Drama, Romance",25000000.0,152500343.0,Australia,2001.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7871,My Friend Dahmer,2018-10-03,66.0,"Drama, Crime",47660000.0,1361611.0,Australia,2018.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7873,The Promise,2017-04-21,69.0,"History, Romance, Drama",90000000.0,10551417.0,United States of America,2017.0,North America,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7885,Dazed And Confused,1994-05-27,73.0,Comedy,6900000.0,7961889.0,Australia,1994.0,Oceania,0.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,2.0
7890,Chitty Chitty Bang Bang,1968-12-19,68.0,"Family, Music, Adventure, Fantasy, Comedy",10000000.0,253136523.6,Australia,1968.0,Oceania,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
7900,Frailty,2003-01-30,70.0,"Drama, Thriller, Crime",11000000.0,19947280.0,Australia,2003.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7906,25Th Hour,2003-06-05,73.0,"Crime, Drama",4500000.0,25344490.0,Australia,2003.0,Oceania,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7911,Cold Mountain,2004-01-01,69.0,"Drama, War, History, Adventure, Romance",80000000.0,165173909.0,Australia,2004.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7916,2:22,2017-06-30,60.0,"Science Fiction, Mystery, Thriller, Romance",14740000.0,3945729.0,Australia,2017.0,Oceania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7942,The Magic Of Ordinary Days,2005-01-30,70.0,"Drama, Romance, Tv Movie",99800000.0,816098807.6,United States of America,2005.0,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7947,Martyrs,2016-01-22,53.0,"Drama, Horror, Thriller, Mystery",136200000.0,579414250.2,United States of America,2016.0,North America,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7961,Pink Floyd: The Wall,1982-07-14,80.0,"Music, Drama",12000000.0,22244207.0,United Kingdom,1982.0,Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
7963,Cats,2019-12-26,42.0,"Fantasy, Comedy, Drama",100000000.0,75568355.0,Australia,2019.0,Oceania,0.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
7969,Hair,1979-03-14,73.0,"Comedy, Drama, Music, Romance, War",11000000.0,15313606.0,United States of America,1979.0,North America,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
7970,American Graffiti,1974-04-25,70.0,"Comedy, Drama",777000.0,140000000.0,Australia,1974.0,Oceania,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7974,Ferngully: The Last Rainforest,1992-08-27,63.0,"Family, Fantasy, Animation, Adventure",24000000.0,32710894.0,Australia,1992.0,Oceania,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7978,Midnight Cowboy,1969-07-30,75.0,Drama,3600000.0,44796329.0,United States of America,1969.0,North America,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7979,Two Weeks Notice,2003-01-01,64.0,"Comedy, Romance",60000000.0,199043309.0,Australia,2003.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7983,Elizabeth,1998-10-13,72.0,"Drama, History",25000000.0,82150642.0,Australia,1998.0,Oceania,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7987,Creep,2014-06-23,64.0,Horror,92600000.0,353391998.4,United States of America,2014.0,North America,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7992,The Master,2012-11-08,72.0,Drama,37500000.0,29044338.0,Australia,2012.0,Oceania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7996,An Education,2009-10-29,69.0,"Drama, Romance",7500000.0,29652736.0,Australia,2009.0,Oceania,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7997,Adventures In Babysitting,1987-07-01,69.0,Comedy,7000000.0,34368475.0,United States of America,1987.0,North America,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
8010,Gone Baby Gone,2007-09-18,73.0,"Crime, Drama, Mystery",19000000.0,34359030.0,Australia,2007.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8012,White Fang,2018-03-28,73.0,"Animation, Family",14000000.0,34729091.0,France,2018.0,Europe,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8019,Encino Man,1992-08-27,58.0,Comedy,7000000.0,40693477.0,Australia,1992.0,Oceania,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8021,Great Expectations,1998-01-30,67.0,"Comedy, Drama, Romance",25000000.0,55494066.0,United States of America,1998.0,North America,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8027,A Princess For Christmas,2011-12-03,71.0,"Comedy, Family, Tv Movie, Romance",94000000.0,338906962.6,United States of America,2011.0,North America,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8033,Funny Face,1957-02-13,70.0,"Comedy, Romance",96140000.0,594575394.8,United States of America,1957.0,North America,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8034,Jack Frost,1998-12-10,59.0,"Comedy, Family, Drama, Fantasy",50000000.0,34645374.0,Australia,1998.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8040,Magnolia,1999-12-17,77.0,Drama,37000000.0,48446802.0,United States of America,1999.0,North America,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
8044,Glengarry Glen Ross,1993-02-11,74.0,"Crime, Drama, Mystery",12500000.0,10725650.0,Australia,1993.0,Oceania,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8045,Pet,2016-12-02,58.0,"Horror, Thriller",3970000.0,22003.0,United States of America,2016.0,North America,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
8050,Day Of The Dead,2008-04-08,52.0,"Horror, Thriller, Action",18000000.0,0.0,United States of America,2008.0,North America,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
8051,Day Of The Dead,2008-04-08,52.0,"Horror, Thriller, Action",3500000.0,34004262.0,United States of America,2008.0,North America,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
8055,Joe Kidd,1972-07-19,65.0,Western,39780000.0,6330000.0,United States of America,1972.0,North America,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8064,A Little Princess,1995-05-10,76.0,"Drama, Family, Fantasy",17000000.0,10015449.0,United States of America,1995.0,North America,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8083,The Piano,1993-06-15,74.0,"Drama, Romance",7000000.0,40207064.0,Australia,1993.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8092,Valentine,2001-02-02,55.0,"Horror, Thriller",10000000.0,20384136.0,United States of America,2001.0,North America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
8100,The Lincoln Lawyer,2011-03-31,72.0,"Crime, Drama, Thriller",40000000.0,87145086.0,Australia,2011.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8106,My Name Is Nobody,1973-12-19,73.0,"Comedy, Western",78800000.0,598419966.6,Italy,1973.0,Europe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8109,Uncle Buck,1989-12-21,68.0,"Comedy, Drama, Family",15000000.0,79258538.0,Australia,1989.0,Oceania,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
8111,Eurovision Song Contest: The Story Of Fire Saga,2020-06-26,64.0,"Comedy, Music",51400000.0,441322392.2,Australia,2020.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
8113,Kate & Leopold,2001-12-25,63.0,"Romance, Fantasy, Comedy",48000000.0,76019048.0,United States of America,2001.0,North America,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8114,Little Women,1994-12-21,73.0,"Drama, Romance",42000000.0,218838386.0,United States of America,1994.0,North America,4.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0
8115,Little Women,1994-12-21,73.0,"Drama, Romance",15000000.0,50003303.0,United States of America,1994.0,North America,4.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0
8116,Under The Tuscan Sun,2003-11-20,68.0,"Romance, Comedy",18000000.0,57490024.0,Australia,2003.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
