,movie_name,release_date,score,genre,budget,revenue,country,release_year
0,Creed Iii,2023-03-02,73.0,"Drama, Action",75000000.0,271616668.0,AU,2023.0
1,Avatar: The Way Of Water,2022-12-15,78.0,"Science Fiction, Adventure, Action",460000000.0,2316794914.0,AU,2022.0
2,The Super Mario Bros. Movie,2023-04-05,76.0,"Animation, Adventure, Family, Fantasy, Comedy",100000000.0,724459031.0,AU,2023.0
3,Mummies,2023-01-05,70.0,"Animation, Comedy, Family, Adventure, Fantasy",12300000.0,34200000.0,AU,2023.0
4,Supercell,2023-03-17,61.0,Action,77000000.0,340941958.6,US,2023.0
5,Cocaine Bear,2023-02-23,66.0,"Thriller, Comedy, Crime",35000000.0,80000000.0,AU,2023.0
6,John Wick: Chapter 4,2023-03-23,80.0,"Action, Thriller, Crime",100000000.0,351349364.0,AU,2023.0
7,Puss In Boots: The Last Wish,2022-12-26,83.0,"Animation, Family, Fantasy, Adventure, Comedy",90000000.0,483480577.0,AU,2022.0
8,Attack On Titan,2022-09-30,59.0,"Action, Science Fiction",71000000.0,254946484.2,US,2022.0
9,The Park,2023-03-02,58.0,"Action, Drama, Horror, Science Fiction, Thriller",119200000.0,488962491.0,US,2023.0
10,Winnie The Pooh: Blood And Honey,2023-02-14,58.0,"Horror, Thriller",100000.0,3200000.0,AU,2023.0
11,The Exorcist,2022-11-02,55.0,Horror,12000000.0,428214478.0,MX,2022.0
12,Murder Mystery 2,2023-03-31,65.0,"Comedy, Mystery, Action",43800000.0,489543087.4,AU,2023.0
13,Black Panther: Wakanda Forever,2022-11-10,73.0,"Action, Adventure, Science Fiction",250000000.0,854041058.0,AU,2022.0
14,The Pope'S Exorcist,2023-04-06,72.0,"Horror, Mystery",92000000.0,462216471.8,AU,2023.0
15,Prizefighter: The Life Of Jem Belcher,2022-07-22,62.0,"Drama, History",77600000.0,562112551.0,GB,2022.0
16,Knock At The Cabin,2023-02-02,64.0,"Thriller, Mystery, Horror, Fantasy",20000000.0,54629497.0,AU,2023.0
17,The Devil Conspiracy,2023-01-13,65.0,"Horror, Thriller",54060000.0,492646395.4,US,2023.0
18,Cazadora,2023-01-19,57.0,Thriller,110400000.0,318117812.6,CL,2023.0
19,Gold Run,2022-12-15,65.0,"War, Action, Adventure, Thriller",123500000.0,420430064.8,NO,2022.0
20,The Magician'S Elephant,2023-03-17,73.0,"Animation, Adventure, Family, Fantasy",82600000.0,473097256.6,AU,2023.0
21,Plane,2023-01-27,69.0,"Action, Adventure, Thriller",25000000.0,51000000.0,GB,2023.0
22,The Passion Of The Christ,2004-02-25,74.0,Drama,25000000.0,622313635.0,AU,2004.0
23,Batman: The Doom That Came To Gotham,2023-03-28,64.0,"Animation, Fantasy, Horror, Action, Mystery",145760000.0,321934831.2,US,2023.0
24,Shazam! Fury Of The Gods,2023-03-16,69.0,"Action, Comedy, Fantasy",125000000.0,132107025.0,AU,2023.0
25,Consecration,2023-02-10,65.0,"Horror, Thriller",54060000.0,492646395.4,US,2023.0
26,Shark Side Of The Moon,2022-08-12,53.0,"Action, Science Fiction, Thriller, Horror",10000.0,17887093.8,US,2022.0
27,Black Adam,2022-10-20,71.0,"Action, Adventure, Science Fiction, Fantasy",200000000.0,391261706.0,AU,2022.0
28,Money Shot: The Pornhub Story,2023-03-15,58.0,Documentary,68500000.0,280052393.0,US,2023.0
29,M3Gan,2023-01-12,74.0,"Science Fiction, Horror, Comedy",12000000.0,167643991.0,AU,2023.0
30,Ant-Man And The Wasp: Quantumania,2023-02-16,63.0,"Science Fiction, Adventure, Action",200000000.0,466001332.0,AU,2023.0
31,Sayen,2023-03-03,62.0,"Thriller, Action",73800000.0,370426090.8,CL,2023.0
32,Die Hart,2023-02-24,62.0,"Action, Comedy, Thriller",113000000.0,369995579.2,US,2023.0
33,13 Exorcisms,2022-11-04,55.0,"Drama, Horror",2480000.0,1891519.0,ES,2022.0
34,H.P. Lovecraft'S Witch House,2022-06-29,60.0,Horror,146740000.0,301123555.2,US,2022.0
35,John Wick: Chapter 2,2017-05-18,73.0,"Action, Thriller, Crime",40000000.0,171539887.0,AU,2017.0
36,Sick,2022-09-24,63.0,"Horror, Thriller",81800000.0,408307377.8,US,2022.0
37,Black Warrant,2023-03-01,54.0,"Action, Thriller",116000000.0,378399280.8,AU,2023.0
38,Shotgun Wedding,2023-01-26,63.0,"Action, Comedy, Romance",16050000.0,4495365.0,AU,2023.0
39,John Wick: Chapter 3 - Parabellum,2019-05-16,74.0,"Action, Thriller, Crime",55000000.0,326709727.0,AU,2019.0
40,Legion Of Super-Heroes,2023-02-07,63.0,"Animation, Action, Science Fiction",113400000.0,778431865.2,US,2023.0
41,Fall,2022-09-22,73.0,"Thriller, Drama",3000000.0,16120263.0,AU,2022.0
42,Lord Of The Streets,2022-04-22,52.0,Action,1000000.0,22790427.2,US,2022.0
43,Little Dixie,2023-02-03,60.0,"Thriller, Action, Drama, Crime",141340000.0,748525217.4,US,2023.0
44,The Whale,2023-02-02,81.0,Drama,3000000.0,36752010.0,AU,2023.0
45,Prey For The Devil,2022-10-28,71.0,"Horror, Thriller",27240305.0,37655699.0,US,2022.0
46,Bandit,2022-09-23,62.0,"Crime, Drama, Thriller",115000000.0,484414431.0,US,2022.0
47,Roald Dahl'S Matilda The Musical,2022-12-08,68.0,"Family, Comedy, Fantasy",25000000.0,13276499.0,AU,2022.0
48,The Simpsons Meet The Bocellis In Feliz Navidad,2022-12-15,52.0,"Animation, Family, Comedy",97200000.0,425726914.4,US,2022.0
49,Demon Slayer -Kimetsu No Yaiba- The Movie: Mugen Train,2021-02-25,83.0,"Animation, Action, Adventure, Fantasy, Thriller",15800000.0,503063688.0,AU,2021.0
50,Huesera: The Bone Woman,2023-02-23,58.0,"Drama, Horror, Mystery",135000000.0,670271186.2,MX,2023.0
51,The Last Heretic,2022-11-09,55.0,"Thriller, Horror",122400000.0,344127931.8,AR,2022.0
52,Jung_E,2023-01-20,63.0,"Science Fiction, Action, Adventure",66240000.0,580188584.0,KR,2023.0
53,A Man Called Otto,2023-01-01,79.0,"Comedy, Drama",50000000.0,108973274.0,AU,2023.0
54,Champions,2023-03-09,68.0,Comedy,51880004.0,9263009.0,AU,2023.0
55,Dungeons & Dragons: Honor Among Thieves,2023-03-30,76.0,"Adventure, Fantasy, Comedy",150000000.0,158598670.0,AU,2023.0
56,Troll,2022-12-01,68.0,"Fantasy, Action, Adventure, Thriller",121400000.0,977795653.4,AU,2022.0
57,Sonic The Hedgehog 2,2022-03-31,76.0,"Action, Adventure, Family, Comedy",90000000.0,405421518.0,AU,2022.0
58,A Bronx Tale,1994-05-20,78.0,"Drama, Crime",10000000.0,17287898.0,AU,1994.0
59,Big Trip 2: Special Delivery,2023-01-19,65.0,"Animation, Family, Adventure, Comedy",95200000.0,416119951.4,AU,2023.0
60,Encanto At The Hollywood Bowl,2022-12-28,73.0,Music,127000000.0,533207056.8,US,2022.0
61,The Forbidden Legend: Sex & Chopsticks 2,2009-03-04,60.0,"Comedy, Drama, Romance",89600000.0,318375960.2,HK,2009.0
62,Top Gun: Maverick,2022-05-26,83.0,"Action, Drama",170000000.0,1481369482.0,AU,2022.0
63,On A Wing And A Prayer,2023-04-06,65.0,"Drama, Thriller",147400000.0,445526734.8,US,2023.0
64,Sniper: The White Raven,2022-08-24,76.0,"War, Drama",1000000.0,102414815.2,UA,2022.0
65,The Enforcer,2022-12-01,74.0,"Action, Crime, Drama, Thriller",1261569.0,102023958.0,AU,2022.0
66,Diabolik - Ginko Attacks,2022-11-17,57.0,"Crime, Action",21680000.0,1228459.0,IT,2022.0
67,Scream Vi,2023-03-09,73.0,"Horror, Mystery, Thriller",35000000.0,167273149.0,AU,2023.0
68,Avatar,2009-12-17,76.0,"Action, Adventure, Fantasy, Science Fiction",237000000.0,2923706026.0,AU,2009.0
69,Breaking,2022-08-26,67.0,"Crime, Drama, Thriller",72000000.0,318039059.2,US,2022.0
70,Tetris,2023-03-31,78.0,"Thriller, History, Drama",172000000.0,594334899.0,GB,2023.0
71,65,2023-03-09,63.0,"Thriller, Science Fiction, Action",45000000.0,56072012.0,AU,2023.0
72,Thor: Love And Thunder,2022-07-06,66.0,"Fantasy, Action, Comedy",250000000.0,760928081.0,AU,2022.0
73,Arctic Void,2022-01-14,47.0,"Science Fiction, Thriller",147200000.0,872776677.4,US,2022.0
74,Terrifier 2,2022-10-28,69.0,Horror,250000.0,12964783.0,AU,2022.0
75,John Wick,2014-11-26,74.0,"Action, Thriller",30000000.0,75958800.0,AU,2014.0
76,Spider-Man: No Way Home,2021-12-16,80.0,"Action, Adventure, Science Fiction",200000000.0,1910048245.0,AU,2021.0
77,R.I.P.D. 2: Rise Of The Damned,2022-11-15,66.0,"Action, Comedy, Fantasy, Crime",52000000.0,539054106.6,US,2022.0
78,Dolphin Boy,2022-04-07,65.0,"Animation, Adventure, Fantasy, Comedy",115000000.0,489779661.0,RU,2022.0
79,Guillermo Del Toro'S Pinocchio,2022-11-24,82.0,"Animation, Fantasy, Drama, Music",35000000.0,81567666.2,AU,2022.0
80,A Frozen Rooster,2022-12-14,79.0,"Animation, Adventure, Comedy, Family",113880000.0,604874932.2,MX,2022.0
81,Dragon Ball Super: Super Hero,2022-08-18,79.0,"Animation, Science Fiction, Action",43602530.2,86562140.0,AU,2022.0
82,Nocebo,2022-11-04,63.0,"Mystery, Thriller, Horror",112000000.0,586323916.4,US,2022.0
83,Prey,2022-08-05,78.0,"Thriller, Action, Science Fiction",65000000.0,0.0,AU,2022.0
84,Hex,2022-11-01,61.0,"Action, Horror, Thriller",117480000.0,457839055.6,US,2022.0
85,Medieval,2022-09-09,72.0,"Action, Drama, History",23000000.0,4311284.0,US,2022.0
86,Barbie: Skipper And The Big Babysitting Adventure,2023-03-16,73.0,"Family, Animation",134400000.0,716009340.2,US,2023.0
87,Super Mario Bros.,1993-06-10,43.0,"Action, Adventure, Comedy, Family, Science Fiction",42000000.0,20844907.0,AU,1993.0
88,Transfusion,2023-01-05,64.0,"Crime, Thriller, Drama",104580000.0,260353036.4,AU,2023.0
89,Jurassic World Dominion,2022-06-09,69.0,"Adventure, Action, Science Fiction",165000000.0,1001978080.0,AU,2022.0
90,The Boss Baby: Christmas Bonus,2022-12-06,68.0,"Animation, Family, Adventure",51000000.0,455134472.8,US,2022.0
91,Shazam!,2019-04-04,70.0,"Action, Comedy, Fantasy",85000000.0,363563907.0,AU,2019.0
92,El Último Hombre Sobre La Tierra,2022-12-22,65.0,Comedy,100000000.0,246367071.0,CO,2022.0
93,All Quiet On The Western Front,2022-10-13,78.0,"Drama, War, History",20000000.0,326479707.4,AU,2022.0
94,Violent Night,2022-12-01,76.0,"Action, Comedy, Crime, Thriller",20000000.0,76599607.0,AU,2022.0
95,Scream,2022-01-13,67.0,"Horror, Mystery, Thriller",24000000.0,138874789.0,AU,2022.0
96,Scream,2022-01-13,67.0,"Horror, Mystery, Thriller",15000000.0,173046640.0,AU,2022.0
97,Devotion,2023-01-20,74.0,"War, History, Drama",90000000.0,20000000.0,AU,2023.0
98,The Woman King,2022-10-27,78.0,"Action, Drama, History",50000000.0,94374749.0,AU,2022.0
99,Evil Dead Rise,2023-04-20,74.0,"Horror, Thriller",132500000.0,469254456.2,AU,2023.0
100,Perfect Addiction,2023-02-16,67.0,"Drama, Romance, Action",79800000.0,387664307.6,DE,2023.0
101,Project Gemini,2022-01-06,58.0,"Science Fiction, Horror",134000000.0,308786595.8,RU,2022.0
102,Doctor Strange In The Multiverse Of Madness,2022-05-05,74.0,"Fantasy, Action, Adventure",200000000.0,952224986.0,AU,2022.0
103,There Are No Saints,2022-07-01,53.0,"Action, Mystery, Thriller",136400000.0,194565354.0,AU,2022.0
104,Avengers: Infinity War,2018-04-25,83.0,"Adventure, Action, Science Fiction",300000000.0,2048359754.0,AU,2018.0
105,Smile,2022-09-23,68.0,"Horror, Mystery, Thriller",17000000.0,216049734.0,AU,2022.0
106,¡Que Viva México!,2023-03-23,47.0,Comedy,100100000.0,947468745.8,MX,2023.0
107,Detective Knight: Independence,2023-01-20,56.0,"Action, Crime, Thriller",134200000.0,772865923.6,US,2023.0
108,Strange World,2022-11-24,65.0,"Animation, Family, Adventure, Science Fiction",135000000.0,69566884.0,AU,2022.0
109,The Ten Commandments,1958-12-12,78.0,"Drama, History",13500000.0,85433929.0,AU,1958.0
110,The Ten Commandments,1958-12-12,78.0,"Drama, History",10000000.0,1051907.0,AU,1958.0
111,Demon Slayer: Kimetsu No Yaiba Sibling'S Bond,2019-03-29,80.0,"Action, Animation, Fantasy",129000000.0,645532173.4,JP,2019.0
112,Four'S A Crowd,2022-10-28,63.0,Comedy,110000000.0,271669045.6,ES,2022.0
113,Minions: The Rise Of Gru,2022-07-04,75.0,"Animation, Comedy, Family",80000000.0,939200081.0,AU,2022.0
114,Creed Ii,2018-12-06,70.0,Drama,50000000.0,213591522.0,AU,2018.0
115,Creed,2015-11-26,74.0,Drama,37000000.0,173567581.0,AU,2015.0
116,Beast,2022-08-25,68.0,"Thriller, Action, Horror, Adventure",36000000.0,59103794.0,AU,2022.0
117,Fast X,2023-05-19,0.0,"Action, Crime, Thriller",340000000.0,0.0,US,2023.0
118,My Name Is Vendetta,2022-11-30,68.0,"Action, Crime, Thriller",113000000.0,365992130.6,AU,2022.0
119,Wrath Of Man,2021-04-29,77.0,"Action, Crime, Thriller",40000000.0,103913405.0,AU,2021.0
120,Jeepers Creepers: Reborn,2022-09-22,57.0,"Horror, Thriller, Mystery",5000000.0,5954938.0,AU,2022.0
121,Turning Red,2022-03-11,75.0,"Animation, Family, Comedy, Fantasy",175000000.0,10964971.0,AU,2022.0
122,Encanto,2021-11-28,76.0,"Animation, Comedy, Family, Fantasy",150000000.0,231120602.0,AU,2021.0
123,Prancer: A Christmas Tale,2022-11-22,59.0,"Family, Fantasy",86800000.0,284184080.0,US,2022.0
124,Magic Mike'S Last Dance,2023-02-09,72.0,"Comedy, Drama, Romance",45000000.0,52000000.0,AU,2023.0
125,"Lyle, Lyle, Crocodile",2022-12-26,75.0,"Comedy, Family, Music",50000000.0,107644101.0,AU,2022.0
126,The Penitent Thief,2021-02-25,62.0,Drama,15160689.0,23800.0,AU,2021.0
127,Hacksaw Ridge,2016-10-07,82.0,"Drama, History, War",40000000.0,169023926.0,AU,2016.0
128,Venus,2022-12-02,55.0,"Drama, Horror, Thriller",6000000.0,7818479.0,ES,2022.0
129,The Offering,2022-09-23,57.0,Horror,103600000.0,134150172.6,US,2022.0
130,Jujutsu Kaisen 0,2022-03-17,82.0,"Animation, Action, Fantasy",21835777.0,195870885.0,AU,2022.0
131,The Batman,2022-03-02,77.0,"Crime, Mystery, Thriller",200000000.0,766326717.0,AU,2022.0
132,Life In A Year,2020-11-27,83.0,"Drama, Romance",90000000.0,627851111.8,US,2020.0
133,Super Mario Brothers: Great Mission To Rescue Princess Peach,1986-07-20,60.0,"Animation, Comedy, Fantasy",151600000.0,675230189.0,JP,1986.0
134,"The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe",2005-12-26,71.0,"Adventure, Family, Fantasy",180000000.0,745013115.0,AU,2005.0
135,The Exorcism Of God,2022-07-01,72.0,Horror,1500000.0,123516163.2,AU,2022.0
136,Ghosts Of The Ozarks,2022-02-04,63.0,"Western, Horror, Mystery",113000000.0,548624602.6,US,2022.0
137,Kompromat,2022-12-01,65.0,"Thriller, Drama",155140000.0,302915354.0,AU,2022.0
138,Matadero,2022-12-09,60.0,Drama,73800000.0,346352260.6,ES,2022.0
139,Air,2023-04-05,79.0,Drama,28519270.6,5000000.0,AU,2023.0
140,Disenchanted,2022-11-18,70.0,"Comedy, Family, Fantasy",142600000.0,524597714.8,AU,2022.0
141,Luck,2022-08-05,79.0,"Animation, Adventure, Comedy, Fantasy",147000000.0,721203091.4,AU,2022.0
142,Bullet Train,2022-08-04,75.0,"Action, Comedy, Thriller",85900000.0,238534963.0,AU,2022.0
143,Night At The Museum: Kahmunrah Rises Again,2022-12-09,69.0,"Animation, Comedy, Family, Fantasy",124400000.0,508761361.2,US,2022.0
144,Blade Of The 47 Ronin,2022-10-25,67.0,"Action, Drama, Fantasy, Thriller",131000000.0,431341845.4,AU,2022.0
145,Sing 2,2021-12-26,80.0,"Animation, Family",85000000.0,404655351.0,AU,2021.0
146,Shark Bait,2022-06-06,59.0,"Horror, Thriller, Action, Adventure",106000000.0,591557010.2,GB,2022.0
147,Shrek,2001-06-21,77.0,"Animation, Comedy, Fantasy, Adventure, Family",50000000.0,491812794.0,AU,2001.0
148,Orgasm Inc: The Story Of Onetaste,2022-11-05,64.0,Documentary,77400000.0,431611098.0,US,2022.0
149,In His Shadow,2023-03-17,62.0,"Drama, Thriller, Crime",133000000.0,407446362.4,FR,2023.0
150,Savage Salvation,2022-12-02,66.0,Thriller,85645.0,244880855.2,US,2022.0
151,Sisu,2023-01-27,74.0,"War, Action",6200000.0,58748957.6,FI,2023.0
152,"Tango, Tequila And Some Lies",2023-03-09,77.0,"Comedy, Romance",105800000.0,667037174.8,MX,2023.0
153,Hotel Transylvania: Transformania,2022-01-14,71.0,"Animation, Comedy, Family, Fantasy, Adventure",116000000.0,557205138.2,AU,2022.0
154,Operation Fortune: Ruse De Guerre,2023-01-12,67.0,"Action, Thriller, Comedy",50000000.0,35800000.0,AU,2023.0
155,Kids Vs. Aliens,2023-01-20,60.0,"Science Fiction, Horror, Adventure, Action",143200000.0,514828593.6,US,2023.0
156,Everything Everywhere All At Once,2022-04-14,79.0,"Action, Adventure, Science Fiction",25000000.0,114900000.0,AU,2022.0
157,Glass Onion: A Knives Out Mystery,2022-11-23,71.0,"Comedy, Crime, Mystery",40000000.0,13280000.0,AU,2022.0
158,Suro,2022-12-02,73.0,"Thriller, Drama",80000000.0,522029092.4,ES,2022.0
159,The Lair,2022-08-25,59.0,"Horror, Action",118200000.0,307351568.6,GB,2022.0
160,My Hero Academia: World Heroes' Mission,2021-10-28,76.0,"Animation, Action, Adventure, Science Fiction",27164600.0,38410729.0,AU,2021.0
161,Unhappily Ever After,2023-01-26,81.0,"Comedy, Romance",149000000.0,1109873157.4,MX,2023.0
162,Evil Eye,2022-09-22,68.0,Horror,1704500.0,223147806.6,MX,2022.0
163,Inspector Sun And The Curse Of The Black Widow,2022-12-28,68.0,"Animation, Family",98140000.0,494358731.6,ES,2022.0
164,The Price We Pay,2023-01-13,60.0,"Action, Thriller, Mystery, Crime, Horror",126800000.0,985255868.8,US,2023.0
165,Lupin The 3Rd Vs. Cat’S Eye,2023-01-27,60.0,"Animation, Action, Adventure, Comedy",89600000.0,367393887.6,AU,2023.0
166,Murder Mystery,2019-05-25,63.0,"Comedy, Mystery",24000000.0,205809600.8,AU,2019.0
167,Luz Mala,2022-11-17,43.0,Horror,87600000.0,817860943.8,AR,2022.0
168,Babylon,2023-01-19,75.0,"Drama, Comedy",110000000.0,63262638.0,AU,2023.0
169,The Lost City,2022-03-30,66.0,"Action, Adventure, Comedy",74000000.0,182921990.0,AU,2022.0
170,The Lost City,2022-03-30,66.0,"Action, Adventure, Comedy",9600000.0,5256839.0,AU,2022.0
171,Detective Knight: Rogue,2022-10-21,67.0,"Action, Crime, Thriller",50000000.0,725034225.6,US,2022.0
172,Cop Secret,2021-10-20,61.0,"Comedy, Action, Thriller",58100000.0,651717830.0,IS,2021.0
173,The Quintessential Quintuplets Movie,2022-12-01,84.0,"Animation, Comedy, Romance",2937023.8,17288993.0,AU,2022.0
174,Harry Potter And The Chamber Of Secrets,2002-11-28,77.0,"Adventure, Fantasy",100000000.0,874954530.0,AU,2002.0
175,Kill Boksoon,2023-03-31,69.0,"Action, Thriller, Crime",119100000.0,763309047.0,KR,2023.0
176,Candy Land,2023-01-06,65.0,"Horror, Thriller",54060000.0,492646395.4,US,2023.0
177,Venom: Let There Be Carnage,2021-11-25,69.0,"Science Fiction, Action, Adventure",110000000.0,506863592.0,AU,2021.0
178,Harry Potter And The Philosopher'S Stone,2001-11-29,79.0,"Adventure, Fantasy",125000000.0,976475550.0,AU,2001.0
179,On The Count Of Three,2022-09-29,66.0,"Comedy, Drama",101600000.0,354385756.2,AU,2022.0
180,Uncharted,2022-02-17,70.0,"Action, Adventure",120000000.0,400689914.0,AU,2022.0
181,Dc League Of Super-Pets,2022-09-03,74.0,"Animation, Action, Family, Comedy, Science Fiction",90000000.0,203000000.0,AU,2022.0
182,Moonfall,2022-02-03,64.0,Science Fiction,150000000.0,59053195.0,AU,2022.0
183,Athena,2022-09-23,67.0,Drama,75500000.0,509726081.0,FR,2022.0
184,Unicorn Wars,2022-10-21,64.0,"Action, Animation, Comedy, Fantasy, Horror, War",50610000.0,27833.0,ES,2022.0
185,Teen Wolf: The Movie,2023-01-27,78.0,"Action, Fantasy, Tv Movie",150400000.0,327346026.2,AU,2023.0
186,Fantastic Beasts: The Secrets Of Dumbledore,2022-04-07,68.0,"Fantasy, Adventure, Family",200000000.0,404560145.0,AU,2022.0
187,Cars 3,2017-06-22,69.0,"Animation, Adventure, Comedy, Family",175000000.0,383541369.0,AU,2017.0
188,The Ledge,2022-02-18,66.0,"Thriller, Adventure",2500000.0,249984799.4,US,2022.0
189,The Big 4,2022-12-15,71.0,"Action, Comedy, Crime",98840000.0,339023160.4,ID,2022.0
190,Interstellar,2014-11-06,84.0,"Adventure, Drama, Science Fiction",165000000.0,648082655.0,AU,2014.0
191,Viking Wolf,2023-02-03,59.0,"Horror, Thriller, Mystery",139000000.0,405888913.2,AU,2023.0
192,20Th Century Girl,2022-10-06,83.0,"Romance, Drama",119.0,77132590.4,KR,2022.0
193,The Soccer Football Movie,2022-11-09,61.0,"Animation, Comedy, Family",79000000.0,798590398.8,US,2022.0
194,Boston Strangler,2023-03-17,67.0,"Thriller, Drama, Crime",117000000.0,521124690.4,AU,2023.0
195,Close,2023-02-16,78.0,Drama,26523270.6,3129968.0,AU,2023.0
196,Coraline,2009-08-06,78.0,"Animation, Family, Fantasy",60000000.0,126037057.0,AU,2009.0
197,Luther: The Fallen Sun,2023-03-23,69.0,"Thriller, Crime, Action, Mystery",111400000.0,513441742.2,AU,2023.0
198,Harry Potter And The Goblet Of Fire,2005-12-01,78.0,"Adventure, Fantasy, Family",150000000.0,886742787.0,AU,2005.0
199,Piggy,2022-10-14,66.0,"Thriller, Drama, Horror",2400000.0,380512.0,ES,2022.0
200,Orphan: First Kill,2022-09-01,68.0,"Horror, Thriller",51489867.0,9572765.0,AU,2022.0
201,Fullmetal Alchemist: The Final Alchemy,2022-06-24,63.0,"Action, Adventure, Fantasy",133200000.0,514445172.4,JP,2022.0
202,Malcriados,2023-02-15,78.0,Comedy,116600000.0,586907459.0,MX,2023.0
203,Polar,2022-10-26,66.0,"Action, Adventure, Thriller",118000000.0,325759805.4,ES,2022.0
204,Jesus,1979-10-19,83.0,"Drama, History",179800000.0,600820848.4,US,1979.0
205,Harry Potter And The Half-Blood Prince,2009-07-15,77.0,"Adventure, Fantasy",250000000.0,929411069.0,AU,2009.0
206,Legend Of The Galactic Heroes: Die Neue These - Intrigue 1,2022-09-30,61.0,Animation,138000000.0,337725907.8,JP,2022.0
207,Noise,2023-03-17,49.0,"Drama, Thriller",147200000.0,1052163302.4,US,2023.0
208,The Infernal Machine,2022-09-23,66.0,"Thriller, Mystery",88200000.0,367763875.4,US,2022.0
209,Abandoned,2022-06-17,63.0,"Horror, Mystery, Thriller",97760000.0,384573450.8,US,2022.0
210,The Ten Commandments: The Movie,2016-01-28,72.0,Drama,39307171.0,37070177.0,BR,2016.0
211,The Avengers,2012-04-25,77.0,"Science Fiction, Action, Adventure",225000000.0,1515100211.0,AU,2012.0
212,The Avengers,2012-04-25,77.0,"Science Fiction, Action, Adventure",60000000.0,48585416.0,AU,2012.0
213,Still Time,2022-10-22,65.0,"Romance, Comedy, Drama",138000000.0,405994737.6,IT,2022.0
214,Exodus: Gods And Kings,2014-12-11,58.0,"Adventure, Drama, Action",140000000.0,268314513.0,AU,2014.0
215,Wolf Hound,2022-09-01,66.0,"War, Action",142000000.0,491960363.2,AU,2022.0
216,The Little Mermaid,2023-05-26,0.0,"Adventure, Family, Fantasy, Romance",205000000.0,178359863.0,US,2023.0
217,F9,2021-06-17,72.0,"Action, Adventure, Crime, Thriller",200000000.0,726229501.0,AU,2021.0
218,The Wolf Of Wall Street,2014-01-22,80.0,"Crime, Drama, Comedy",100000000.0,389816136.0,AU,2014.0
219,Pinball: The Man Who Saved The Game,2023-03-17,78.0,"Comedy, Drama, History, Romance",146000000.0,469006626.2,US,2023.0
220,"Tad, The Lost Explorer And The Emerald Tablet",2022-12-08,76.0,"Animation, Adventure, Comedy, Family, Fantasy",119200000.0,379074781.8,AU,2022.0
221,Brothers,2010-03-18,73.0,"Drama, Thriller, War",26000000.0,45043870.0,AU,2010.0
222,Brothers,2010-03-18,73.0,"Drama, Thriller, War",13000000.0,17856688.0,AU,2010.0
223,Harry Potter And The Prisoner Of Azkaban,2004-06-03,80.0,"Adventure, Fantasy",130000000.0,789592708.0,AU,2004.0
224,Out Of The Blue,2022-10-20,46.0,"Thriller, Romance",4600000.0,731767.0,AU,2022.0
225,Rrr,2022-03-25,78.0,"Action, Drama",69000000.0,160000000.0,AU,2022.0
226,Broker,2023-03-30,72.0,"Drama, Comedy",28648000.0,18632208.0,AU,2023.0
227,The Black Phone,2022-06-30,78.0,"Horror, Thriller",17000000.0,161440742.0,AU,2022.0
228,Tom And Jerry Snowman'S Land,2022-11-15,69.0,"Family, Comedy, Animation, Adventure",57440000.0,689333138.0,US,2022.0
229,Transformers: Rise Of The Beasts,2023-06-09,0.0,"Action, Adventure, Science Fiction",200000000.0,1240261.6,US,2023.0
230,Avengers: Endgame,2019-04-24,83.0,"Adventure, Science Fiction, Action",400000000.0,2794731755.0,AU,2019.0
231,Spider-Man: Across The Spider-Verse,2023-06-02,0.0,"Animation, Action, Adventure, Science Fiction",264940000.0,175269998.8,US,2023.0
232,Mexzombies,2022-10-26,71.0,"Horror, Action, Comedy",74400000.0,486333316.0,US,2022.0
233,Harry Potter And The Order Of The Phoenix,2007-07-11,77.0,"Adventure, Fantasy, Mystery",150000000.0,939619849.0,AU,2007.0
234,The Northman,2022-04-21,71.0,"Action, Adventure, Fantasy",70000000.0,69633110.0,AU,2022.0
235,I Believe,2017-11-07,70.0,"Family, Drama",127600000.0,683545513.4,US,2017.0
236,Blue'S Big City Adventure,2022-11-18,74.0,"Family, Adventure, Music, Animation",132000000.0,352601141.6,AU,2022.0
237,After Ever Happy,2022-09-08,69.0,"Romance, Drama",24220050.0,12467270.0,AU,2022.0
238,On The Line,2022-11-17,62.0,Thriller,10000000.0,16222303.0,AU,2022.0
239,Ben-Hur,1960-05-12,79.0,"Action, Drama, History",95000000.0,91669648.0,AU,1960.0
240,Ben-Hur,1960-05-12,79.0,"Action, Drama, History",15000000.0,73259017.0,AU,1960.0
241,The Next 365 Days,2022-08-19,65.0,"Romance, Drama",111600000.0,534358853.4,US,2022.0
242,Hocus Pocus 2,2022-09-30,74.0,"Fantasy, Comedy, Family",40000000.0,0.0,AU,2022.0
243,Morbius,2022-03-31,62.0,"Action, Science Fiction, Fantasy",75000000.0,162759437.0,AU,2022.0
244,Cars 2,2011-06-11,61.0,"Animation, Family, Adventure, Comedy",200000000.0,560155383.0,AU,2011.0
245,Tangled,2011-01-06,76.0,"Animation, Family",260000000.0,583777242.0,AU,2011.0
246,The Minute You Wake Up Dead,2023-02-01,57.0,"Thriller, Crime",170000000.0,351483918.0,AU,2023.0
247,Fifty Shades Of Grey,2015-02-12,59.0,"Drama, Romance, Thriller",40000000.0,570794950.0,AU,2015.0
248,Harry Potter And The Deathly Hallows: Part 2,2011-07-13,81.0,"Fantasy, Adventure",125000000.0,1341511219.0,AU,2011.0
